generation	phenotype
10000	-15.3843
10000	-16.4309
10000	0.462249
10000	-6.88474
10000	3.70965
10000	3.66645
10000	-1.71454
10000	17.0383
10000	-1.93468
10000	15.1964
10000	20.501
10000	-7.99445
10000	-5.93313
10000	-17.7365
10000	3.15369
10000	-12.9163
10000	7.99044
10000	6.48285
10000	9.2229
10000	-17.2155
10000	-5.11655
10000	-0.314011
10000	6.20615
10000	-9.93231
10000	-16.4098
10000	9.94429
10000	8.17386
10000	13.4592
10000	14.5054
10000	-4.50713
10000	7.76161
10000	7.57885
10000	-30.3674
10000	-0.678912
10000	-1.64925
10000	-4.3128
10000	10.7242
10000	1.50507
10000	-12.8836
10000	0.773021
10000	5.25162
10000	14.6183
10000	-6.96257
10000	-8.86942
10000	3.53112
10000	7.13767
10000	-6.53326
10000	2.81028
10000	1.91553
10000	-5.3462
10000	7.44645
10000	12.2262
10000	-6.42546
10000	4.1771
10000	-0.91085
10000	-9.64191
10000	3.53949
10000	1.79059
10000	-2.92678
10000	-12.1635
10000	-2.45832
10000	-7.96524
10000	-1.43924
10000	6.36886
10000	-3.02067
10000	-19.1979
10000	5.92533
10000	14.2796
10000	-10.9889
10000	-6.37951
10000	5.56385
10000	-14.5092
10000	-5.88135
10000	16.8059
10000	-2.71689
10000	0.151227
10000	-12.4979
10000	6.97213
10000	-4.50402
10000	11.4759
10000	-0.773842
10000	12.1629
10000	5.90637
10000	-2.17672
10000	-8.56145
10000	-2.35983
10000	0.712193
10000	4.03742
10000	-8.19554
10000	7.83042
10000	6.13074
10000	3.70558
10000	-2.70928
10000	17.1672
10000	-14.4585
10000	-0.218682
10000	-0.605177
10000	10.0828
10000	-2.92238
10000	-6.54659
10000	5.21892
10000	-9.45648
10000	-10.4615
10000	-5.54689
10000	-8.53395
10000	2.61782
10000	-16.2615
10000	-0.362596
10000	3.90364
10000	-5.38615
10000	-12.1901
10000	-6.5262
10000	-4.15858
10000	-9.74055
10000	2.89678
10000	-6.70027
10000	-19.3506
10000	-11.5501
10000	-7.48252
10000	1.72161
10000	1.11291
10000	11.676
10000	-0.92826
10000	1.32387
10000	4.11386
10000	0.735368
10000	-0.206642
10000	-12.8262
10000	-16.7775
10000	8.26095
10000	3.86584
10000	7.37373
10000	11.2878
10000	-10.1261
10000	5.87284
10000	16.3257
10000	15.7211
10000	-14.1503
10000	6.42652
10000	1.6903
10000	-17.3546
10000	6.33948
10000	2.11198
10000	17.2807
10000	-1.90681
10000	-1.97504
10000	4.18708
10000	-17.6992
10000	-3.50387
10000	-6.29119
10000	-3.94035
10000	-7.75047
10000	-6.70052
10000	7.41046
10000	4.84103
10000	10.334
10000	-0.850456
10000	-5.91729
10000	-34.0973
10000	7.13967
10000	-20.9502
10000	10.247
10000	3.99437
10000	-5.74088
10000	-0.88462
10000	5.18251
10000	7.70785
10000	17.2059
10000	-14.3163
10000	-26.0239
10000	-19.0273
10000	11.3183
10000	4.89022
10000	1.40144
10000	4.45306
10000	-5.01885
10000	-2.96394
10000	-10.7522
10000	-12.8333
10000	-9.07048
10000	-0.859142
10000	-2.8711
10000	9.91638
10000	-16.8375
10000	-18.2442
10000	-12.7914
10000	-3.61603
10000	-11.5443
10000	13.0718
10000	1.20105
10000	14.6715
10000	-9.40558
10000	-3.56184
10000	-10.4293
10000	2.37738
10000	-7.51269
10000	11.5685
10000	8.33977
10000	-0.78512
10000	-4.10561
10000	5.02575
10000	-6.09027
10000	1.83505
10000	15.7204
10000	-1.98543
10000	7.34353
10000	17.1323
10000	4.51669
10000	6.70249
10000	10.1441
10000	-1.96877
10000	1.77638
10000	10.3387
10000	-2.35766
10000	-2.21747
10000	8.1774
10000	6.11455
10000	-15.3396
10000	-16.1429
10000	-11.3284
10000	-4.87216
10000	6.53643
10000	-6.12166
10000	-0.289921
10000	0.542572
10000	-17.8815
10000	-5.96655
10000	-1.39095
10000	-7.14942
10000	-8.43031
10000	5.97361
10000	-9.74889
10000	-9.36247
10000	-12.4186
10000	-2.32389
10000	-3.99403
10000	7.37089
10000	-1.60983
10000	-2.49871
10000	-2.06421
10000	13.283
10000	-1.54516
10000	-0.922867
10000	-24.2064
10000	-3.15748
10000	4.06277
10000	5.24763
10000	2.83999
10000	8.12856
10000	-3.39857
10000	11.9064
10000	5.6692
10000	-10.1398
10000	5.20821
10000	10.6908
10000	7.41567
10000	-1.67293
10000	-17.2372
10000	-4.99261
10000	3.24463
10000	-18.2019
10000	-3.91517
10000	13.8588
10000	10.177
10000	-2.47202
10000	-5.9285
10000	-0.923726
10000	13.7897
10000	-5.79545
10000	-0.77587
10000	-14.7791
10000	18.1427
10000	-6.72537
10000	6.08216
10000	-1.37297
10000	4.62153
10000	-0.932933
10000	-2.97436
10000	-0.95031
10000	-1.32695
10000	12.7132
10000	-3.32865
10000	9.77404
10000	3.00371
10000	9.27025
10000	-6.9062
10000	-0.534642
10000	-0.40629
10000	-3.82796
10000	-6.21973
10000	3.31234
10000	5.00282
10000	-0.390873
10000	4.51025
10000	-7.5942
10000	-9.78745
10000	2.3269
10000	4.08099
10000	10.1453
10000	1.2593
10000	4.35733
10000	-1.83218
10000	-8.59368
10000	8.57796
10000	-8.5314
10000	-20.4489
10000	4.38319
10000	0.2019
10000	-8.03017
10000	7.31222
10000	-5.33613
10000	-0.022381
10000	5.31642
10000	11.5614
10000	8.84432
10000	-7.6278
10000	3.12303
10000	-13.1814
10000	-1.14353
10000	-3.84538
10000	-9.31663
10000	-4.72741
10000	-10.2648
10000	-15.5281
10000	-4.89114
10000	1.6296
10000	-4.82407
10000	-10.6748
10000	-10.1748
10000	-0.988794
10000	9.62941
10000	-12.3421
10000	-12.1222
10000	-9.63151
10000	-4.65736
10000	-0.984155
10000	-3.17852
10000	15.0682
10000	8.00843
10000	-3.06424
10000	5.24658
10000	-0.0368764
10000	1.13083
10000	17.8544
10000	-1.20963
10000	-6.87853
10000	-4.82823
10000	-0.227589
10000	-16.1886
10000	3.97221
10000	-3.78236
10000	-0.471059
10000	1.1172
10000	12.7328
10000	-18.6708
10000	2.67117
10000	4.2405
10000	-6.28445
10000	-8.35431
10000	-3.74576
10000	8.34355
10000	-0.233477
10000	-17.4261
10000	-17.2753
10000	-12.4461
10000	-12.0579
10000	-7.33829
10000	-7.69338
10000	1.01097
10000	1.80506
10000	-8.58845
10000	0.94128
10000	-13.619
10000	11.0769
10000	-3.98248
10000	-13.3028
10000	-1.01748
10000	8.75674
10000	2.02453
10000	-3.90803
10000	-8.96356
10000	-17.4557
10000	3.80708
10000	7.59698
10000	1.0185
10000	6.45902
10000	6.84735
10000	-6.46249
10000	-7.56074
10000	10.1142
10000	-15.441
10000	-6.45868
10000	-6.45868
10001	-11.8362
10001	0.39791
10001	-8.27889
10001	-0.743933
10001	1.13473
10001	4.41947
10001	3.2282
10001	-22.1595
10001	-7.56904
10001	5.98172
10001	-12.6581
10001	-8.94451
10001	-4.92174
10001	11.5346
10001	-14.8464
10001	10.9749
10001	6.71513
10001	11.8923
10001	-10.3637
10001	13.3697
10001	-3.59037
10001	-4.41566
10001	-9.30775
10001	-1.5326
10001	-2.22689
10001	-10.3193
10001	3.36216
10001	-1.92082
10001	-5.62203
10001	10.3189
10001	-6.19065
10001	-5.78354
10001	-20.7162
10001	-10.4156
10001	-6.93194
10001	-7.25263
10001	9.73611
10001	10.2113
10001	-2.35205
10001	-5.0948
10001	-20.115
10001	7.06663
10001	4.60902
10001	-3.78081
10001	19.9085
10001	1.9446
10001	0.407474
10001	-7.2819
10001	-7.00007
10001	-0.236685
10001	3.49001
10001	-3.71279
10001	-0.605859
10001	11.3763
10001	2.52199
10001	-7.14925
10001	-11.8594
10001	3.5453
10001	3.60555
10001	-11.429
10001	2.48257
10001	5.99816
10001	-3.70963
10001	6.42529
10001	-11.2136
10001	-6.92425
10001	-12.7896
10001	-0.756524
10001	-15.2034
10001	4.21117
10001	8.04426
10001	-11.7176
10001	-12.0342
10001	-0.125519
10001	-13.7545
10001	-2.81347
10001	4.19346
10001	-29.8733
10001	-10.378
10001	4.16008
10001	-9.71514
10001	11.0709
10001	-5.81707
10001	3.865
10001	5.5973
10001	14.2064
10001	-3.91201
10001	4.33982
10001	-17.372
10001	-3.60145
10001	-1.17296
10001	5.78487
10001	-10.8593
10001	-15.099
10001	20.9786
10001	-6.59232
10001	1.06524
10001	-11.5166
10001	-5.73223
10001	3.99608
10001	-0.871621
10001	-2.98073
10001	-2.35401
10001	0.506771
10001	1.47721
10001	6.80965
10001	0.0139077
10001	1.06389
10001	1.39635
10001	-12.9026
10001	-2.23278
10001	-21.4888
10001	0.75454
10001	-2.49936
10001	0.352979
10001	-11.9141
10001	14.4154
10001	8.89394
10001	7.09505
10001	11.2593
10001	-0.613189
10001	-5.52173
10001	-7.01288
10001	10.8204
10001	-0.882484
10001	7.63261
10001	-11.7427
10001	-10.359
10001	-7.98649
10001	-10.1801
10001	2.4363
10001	-10.5107
10001	2.95757
10001	-11.6982
10001	0.889865
10001	-0.1045
10001	-3.65801
10001	1.48337
10001	1.64878
10001	-5.94626
10001	6.067
10001	18.8331
10001	-27.488
10001	-12.3972
10001	5.31526
10001	-6.64738
10001	6.07677
10001	-4.38821
10001	-0.741215
10001	1.81308
10001	0.507212
10001	10.3628
10001	-15.4013
10001	9.22094
10001	6.36139
10001	2.7006
10001	1.98939
10001	2.64072
10001	-15.2832
10001	-15.4065
10001	0.114721
10001	-2.97543
10001	3.14056
10001	-19.9845
10001	11.8526
10001	-1.50935
10001	3.60079
10001	2.62681
10001	5.68863
10001	7.09509
10001	11.1454
10001	11.9004
10001	1.67391
10001	-3.51277
10001	-0.353948
10001	3.84081
10001	-0.617205
10001	5.65077
10001	1.84929
10001	-5.18503
10001	5.86014
10001	-24.5868
10001	-16.9363
10001	8.46961
10001	-7.92029
10001	6.49305
10001	7.98489
10001	-3.20545
10001	-4.9293
10001	-1.76926
10001	7.22967
10001	-11.0494
10001	-2.02467
10001	1.72602
10001	16.2506
10001	-9.64696
10001	17.0701
10001	-6.98261
10001	-2.37762
10001	-14.2147
10001	6.40953
10001	9.01138
10001	-3.06717
10001	-13.5612
10001	-0.506234
10001	-2.88677
10001	5.37497
10001	-20.447
10001	20.4441
10001	-4.89758
10001	3.98753
10001	-6.53407
10001	6.90732
10001	-15.5221
10001	-9.89876
10001	-6.73805
10001	-0.864551
10001	-15.8614
10001	-3.31534
10001	-6.58476
10001	-12.2227
10001	4.51832
10001	-3.12987
10001	-0.0149027
10001	-4.68261
10001	4.74162
10001	-23.8674
10001	7.92198
10001	0.265757
10001	5.10906
10001	-0.631568
10001	-1.68241
10001	-15.1801
10001	10.844
10001	7.03946
10001	-3.35852
10001	-7.06448
10001	-2.47043
10001	-2.19184
10001	-0.242959
10001	0.667279
10001	-15.1468
10001	4.43689
10001	-7.74904
10001	3.62835
10001	-4.32836
10001	-17.2593
10001	-4.30503
10001	-3.84891
10001	-1.68594
10001	12.3196
10001	2.27362
10001	-1.53586
10001	-14.0617
10001	-5.28182
10001	14.1697
10001	-8.59908
10001	-2.25963
10001	8.41094
10001	10.9078
10001	0.233438
10001	5.04245
10001	-12.7613
10001	-21.5948
10001	8.01577
10001	-1.00956
10001	0.258475
10001	-2.69507
10001	2.73039
10001	-7.05828
10001	-4.30438
10001	-4.12876
10001	-1.81792
10001	-6.22882
10001	13.7248
10001	7.72293
10001	-7.14312
10001	-4.56967
10001	-5.22929
10001	-2.43208
10001	8.92743
10001	-2.85445
10001	-14.0833
10001	-3.96135
10001	21.7528
10001	-6.30128
10001	-4.00033
10001	-6.68258
10001	-6.90044
10001	1.16852
10001	0.198907
10001	-2.75883
10001	9.60133
10001	-1.52452
10001	-9.89392
10001	9.45988
10001	-5.77779
10001	-17.6834
10001	-6.64872
10001	-9.39142
10001	-7.43446
10001	13.1312
10001	-8.35488
10001	7.30379
10001	6.09693
10001	7.79586
10001	-12.9588
10001	1.23342
10001	12.2635
10001	2.78913
10001	0.494736
10001	-9.50843
10001	-12.8824
10001	-15.7883
10001	-3.34979
10001	-0.690264
10001	6.69938
10001	6.79169
10001	3.22658
10001	11.4949
10001	0.747837
10001	-7.30077
10001	-1.13764
10001	-20.583
10001	20.6736
10001	1.53958
10001	-8.1406
10001	-9.60048
10001	0.00365034
10001	-4.42483
10001	3.60775
10001	3.29617
10001	-10.8652
10001	-10.3246
10001	-3.95799
10001	-6.17691
10001	0.112999
10001	4.55691
10001	2.73273
10001	0.233571
10001	-2.22578
10001	-12.1762
10001	-11.1438
10001	-1.53523
10001	-9.77275
10001	15.377
10001	9.03783
10001	5.68261
10001	-10.1273
10001	-15.6165
10001	6.68967
10001	6.40465
10001	-0.768691
10001	2.282
10001	11.8367
10001	-14.3265
10001	-1.84537
10001	12.9578
10001	3.89767
10001	-15.8695
10001	5.46826
10001	-5.10344
10001	0.409081
10001	11.0552
10001	-4.6943
10001	-8.34514
10001	4.85811
10001	-3.04222
10001	2.01864
10001	-1.7936
10001	5.5233
10001	-9.37047
10001	18.1843
10001	-13.6478
10001	-7.75719
10001	-4.30052
10001	0.323684
10001	-9.67898
10001	3.99363
10001	1.91947
10001	-3.84641
10001	-7.39587
10001	-4.16348
10001	0.0036896
10001	1.85308
10001	-1.9936
10001	-22.9489
10001	-8.47096
10001	-1.1321
10001	-9.50026
10001	-15.8411
10001	3.03127
10001	-0.1522
10001	-9.76516
10001	2.9696
10001	22.9608
10001	-13.892
10001	4.59034
10001	12.4151
10001	-1.24231
10001	-3.79988
10001	2.90331
10001	11.7213
10001	2.54086
10001	-1.76258
10001	-7.07326
10001	9.47738
10001	-5.96102
10001	-10.2566
10001	-3.49856
10001	-7.70265
10001	0.667728
10001	-11.8714
10001	-6.31377
10001	-4.13865
10001	7.84169
10001	-10.6384
10001	1.48225
10001	-6.21473
10001	-4.33699
10001	-7.50567
10001	0.39194
10001	-11.3688
10001	-5.60922
10001	-7.20092
10001	-10.8642
10001	3.17499
10001	-1.68585
10001	-9.59236
10001	-4.70326
10001	5.81275
10001	6.41018
10001	13.8839
10001	6.18144
10001	-8.62055
10001	-20.9983
10001	-9.15292
10001	-6.82229
10001	-23.1041
10001	1.50238
10001	2.31919
10001	-8.2491
10001	8.05726
10001	-8.02314
10001	-1.51716
10001	-4.41363
10001	-1.8618
10001	-2.59847
10001	9.98705
10001	4.45893
10001	-17.4282
10001	-9.42475
10001	2.61517
10001	0.681344
10001	1.67216
10001	-8.38554
10001	-6.43521
10001	1.45208
10001	-1.53467
10001	3.92265
10001	-13.7028
10001	-18.2633
10001	-5.08404
10001	9.0961
10001	1.40222
10001	-6.37305
10001	-7.49371
10001	-7.47146
10001	-3.98895
10001	13.7933
10001	-17.0745
10001	-6.04676
10001	-12.2468
10001	-8.04353
10001	13.8512
10001	-5.4357
10001	-9.26024
10001	5.14994
10001	-6.46252
10001	-5.84987
10001	6.16877
10001	-4.13187
10001	0.00731426
10001	6.17672
10001	-7.83422
10001	11.0805
10001	4.43504
10001	-5.94885
10001	-3.97969
10001	-10.6936
10001	2.83422
10001	1.81924
10001	-3.54308
10001	-7.44896
10001	3.58462
10001	-5.72961
10001	8.91326
10001	7.4214
10001	-4.93653
10001	4.2051
10001	-0.22067
10001	-11.3038
10001	1.64425
10001	-0.123194
10001	-4.43824
10001	-18.0821
10001	-0.561041
10001	7.21977
10001	9.64605
10001	-2.17717
10001	-3.84559
10001	6.6179
10001	2.94812
10001	3.73642
10001	8.92235
10001	-7.72505
10001	-1.86865
10001	-14.1867
10001	-0.545396
10001	0.285313
10001	1.15593
10001	-19.404
10001	4.3941
10001	-0.523298
10001	16.6314
10001	11.4068
10001	-10.447
10001	-9.69591
10001	4.90967
10001	-12.5906
10001	-7.51909
10001	7.96047
10001	0.283668
10001	-6.71833
10001	-9.70992
10001	2.7361
10001	-0.353359
10001	-6.58598
10001	-1.5509
10001	-1.71437
10001	-12.6632
10001	19.3475
10001	-13.7208
10001	-4.50076
10001	1.32933
10001	-10.9855
10001	13.806
10001	-16.5181
10001	1.09745
10001	14.6605
10001	5.53584
10001	-19.0162
10001	-1.93323
10001	-6.15803
10001	3.24954
10001	-0.851214
10001	0.354756
10001	14.9859
10001	12.8453
10001	-1.21359
10001	3.59381
10001	-3.63424
10001	8.05197
10001	6.25308
10001	-10.0717
10001	8.08647
10001	-1.01246
10001	5.32376
10001	-8.08122
10001	-0.736
10001	1.65376
10001	-5.40414
10001	-5.3969
10001	-6.27739
10001	-18.5349
10001	-15.7483
10001	9.89011
10001	-6.87185
10001	-17.7401
10001	3.4048
10001	13.8837
10001	2.32417
10001	-12.7481
10001	4.34458
10001	-7.97065
10001	2.11318
10001	-9.00255
10001	-9.69902
10001	6.59809
10001	-21.4607
10001	4.42172
10001	-5.41941
10001	-14.4313
10001	-14.1715
10001	-12.6695
10001	-1.35611
10001	-6.70175
10001	-1.60674
10001	-5.226
10001	-3.34847
10001	12.9764
10001	-9.97909
10001	-12.6544
10001	-2.46882
10001	11.4486
10001	11.8725
10001	0.860796
10001	-4.13545
10001	5.49469
10001	-8.93459
10001	3.04699
10001	-1.82545
10001	6.81656
10001	11.2852
10001	-10.27
10001	-15.0553
10001	12.2982
10001	-5.05434
10001	-5.69288
10001	3.54806
10001	-1.0268
10001	-0.489998
10001	-5.79744
10001	17.8298
10001	16.9659
10001	0.15839
10001	3.68767
10001	11.2915
10001	7.10201
10001	-4.14263
10001	-8.75359
10001	7.18864
