generation	phenotype
10001	5.52953
10001	-19.0464
10001	7.75704
10001	-2.5658
10001	-19.2764
10001	4.13184
10001	-4.20819
10001	-5.51028
10001	16.541
10001	-1.71894
10001	1.36019
10001	-10.5435
10001	-0.969358
10001	0.483861
10001	8.04617
10001	7.71172
10001	-10.9331
10001	10.7017
10001	8.63463
10001	6.86305
10001	-12.8026
10001	2.6051
10001	-6.96596
10001	-1.3699
10001	1.7237
10001	9.14599
10001	5.08455
10001	12.3594
10001	-1.86024
10001	19.2519
10001	8.16113
10001	-1.32068
10001	-5.83289
10001	13.6974
10001	2.51719
10001	1.36068
10001	-7.71942
10001	-11.7556
10001	-0.920124
10001	-25.6392
10001	-2.51321
10001	-10.8571
10001	-3.30568
10001	-7.60003
10001	6.00577
10001	9.66602
10001	5.45796
10001	-12.0273
10001	7.43232
10001	-0.633336
10001	0.814764
10001	-11.0928
10001	-8.79727
10001	-5.29842
10001	-5.19352
10001	9.26138
10001	18.1456
10001	12.27
10001	0.369154
10001	-2.69838
10001	1.35708
10001	-7.7508
10001	6.63689
10001	-8.08428
10001	4.1118
10001	9.56883
10001	1.58204
10001	0.653005
10001	-1.12703
10001	-7.16759
10001	3.50187
10001	0.216568
10001	6.23861
10001	-0.601439
10001	-1.76835
10001	-7.08906
10001	-8.23767
10001	9.82071
10001	8.48731
10001	-9.88584
10001	-6.00502
10001	-10.9524
10001	-15.9586
10001	20.1653
10001	11.2155
10001	-14.285
10001	-2.55984
10001	-4.35556
10001	-2.51073
10001	12.2045
10001	-4.77337
10001	-6.02791
10001	8.73259
10001	-2.49662
10001	9.07203
10001	-3.1028
10001	-7.60258
10001	-10.3151
10001	-4.18991
10001	-2.79178
10001	-10.9675
10001	2.94555
10001	13.0151
10001	-1.17839
10001	8.6799
10001	-2.77273
10001	-6.65284
10001	0.837142
10001	-3.3738
10001	-5.15558
10001	14.431
10001	-3.9498
10001	-1.59338
10001	6.74972
10001	-2.73267
10001	-1.78312
10001	-3.47724
10001	-7.50649
10001	-0.127851
10001	4.90971
10001	-18.946
10001	-1.80274
10001	5.10922
10001	-2.85242
10001	3.64024
10001	8.07562
10001	5.90705
10001	4.70653
10001	12.9783
10001	0.272331
10001	-2.22144
10001	-0.978732
10001	1.96696
10001	-5.68057
10001	12.7453
10001	-0.608116
10001	1.8187
10001	-9.58124
10001	9.52988
10001	-0.683053
10001	2.848
10001	7.38825
10001	-5.73433
10001	-8.71198
10001	-2.79351
10001	1.36455
10001	-7.73966
10001	-12.5723
10001	-16.2079
10001	14.9368
10001	5.57137
10001	15.1518
10001	-14.4432
10001	-8.22703
10001	-4.97289
10001	9.52959
10001	5.98975
10001	-5.71242
10001	10.2669
10001	2.71334
10001	-10.2719
10001	-9.74373
10001	4.02906
10001	-9.6771
10001	6.36987
10001	16.0839
10001	8.68899
10001	9.94472
10001	-9.79821
10001	6.522
10001	-6.50482
10001	6.30636
10001	-22.0004
10001	16.7744
10001	-9.79448
10001	11.7046
10001	-8.56097
10001	7.50023
10001	1.25047
10001	-17.7148
10001	0.48323
10001	5.52994
10001	-0.618247
10001	-1.23692
10001	7.19556
10001	19.3756
10001	-7.37276
10001	-1.73934
10001	-3.56862
10001	11.9745
10001	15.2674
10001	18.9262
10001	-3.51246
10001	8.88859
10001	-9.11459
10001	-12.1857
10001	10.2893
10001	20.208
10001	-2.78644
10001	-1.2384
10001	-6.15971
10001	6.62955
10001	0.552949
10001	-31.1214
10001	-11.5328
10001	-8.51418
10001	-0.593195
10001	5.77996
10001	-6.43002
10001	6.2894
10001	4.31332
10001	10.1636
10001	4.76769
10001	6.84966
10001	-4.30631
10001	-2.57188
10001	13.4492
10001	-2.67762
10001	7.08312
10001	-10.6922
10001	-6.97969
10001	-9.53542
10001	-7.67872
10001	-10.5039
10001	-8.62624
10001	-1.96491
10001	3.90351
10001	6.83915
10001	3.56863
10001	15.2179
10001	-15.8876
10001	-6.91473
10001	-16.1056
10001	3.59678
10001	7.82847
10001	-8.04336
10001	0.260251
10001	2.41911
10001	10.2858
10001	-22.4837
10001	-6.65982
10001	2.61434
10001	11.0166
10001	-1.31701
10001	7.70984
10001	1.52194
10001	1.78498
10001	-1.38851
10001	-1.41718
10001	-18.9211
10001	-1.68778
10001	-15.0361
10001	-9.30585
10001	-14.4012
10001	-9.19406
10001	0.451561
10001	3.98582
10001	15.2078
10001	-8.27438
10001	2.05323
10001	-15.2047
10001	-11.7006
10001	3.9583
10001	-1.89945
10001	-11.2068
10001	-10.394
10001	-2.9939
10001	1.8667
10001	-10.9967
10001	-2.48454
10001	2.93959
10001	-5.17499
10001	-10.5018
10001	-5.46058
10001	11.5489
10001	-16.2566
10001	-3.89023
10001	2.50647
10001	-5.87209
10001	9.45175
10001	3.97864
10001	-2.33124
10001	2.91839
10001	-5.74317
10001	6.75011
10001	7.54999
10001	-4.76958
10001	9.31296
10001	13.1641
10001	-0.971846
10001	-7.1838
10001	-13.2762
10001	8.49456
10001	-3.72947
10001	-8.00453
10001	-0.91237
10001	-0.785862
10001	6.94938
10001	-0.122653
10001	-3.41228
10001	5.00478
10001	-0.683235
10001	3.43315
10001	-6.9694
10001	0.399449
10001	-8.33716
10001	-6.70087
10001	-0.703902
10001	-2.09207
10001	-12.5376
10001	-13.8366
10001	-0.396589
10001	10.9564
10001	-17.1404
10001	9.49482
10001	0.215071
10001	5.59869
10001	-9.39659
10001	-7.92877
10001	-9.49034
10001	-3.21276
10001	-6.88337
10001	6.63991
10001	-5.53226
10001	-3.52564
10001	0.686276
10001	-3.44844
10001	11.0063
10001	2.89417
10001	1.68097
10001	-10.7546
10001	-7.277
10001	-0.263587
10001	-8.51515
10001	-12.4922
10001	-1.79907
10001	-8.53913
10001	6.13967
10001	-6.60538
10001	12.1133
10001	-3.95315
10001	-13.6222
10001	4.13519
10001	-2.89517
10001	-13.7663
10001	7.8448
10001	-20.7143
10001	5.82506
10001	-3.38227
10001	-0.602723
10001	-4.8066
10001	-15.4137
10001	6.66623
10001	-14.9694
10001	-1.6607
10001	0.209492
10001	-7.8113
10001	-11.0394
10001	-17.0036
10001	3.8027
10001	-6.96674
10001	-3.80947
10001	-10.5519
10001	-6.8804
10001	1.61421
10001	3.67211
10001	11.413
10001	1.27079
10001	1.27079
10002	14.446
10002	5.42889
10002	-3.57734
10002	-4.16185
10002	6.3744
10002	-4.11365
10002	-12.3764
10002	7.60165
10002	-2.52763
10002	5.18836
10002	-5.09819
10002	-13.9744
10002	-7.43802
10002	-16.5904
10002	-14.2891
10002	-11.6056
10002	16.2992
10002	-10.8393
10002	-4.3452
10002	-19.138
10002	-6.71074
10002	-0.346693
10002	17.7841
10002	-5.20375
10002	-3.21961
10002	-14.5216
10002	-7.22302
10002	-4.99054
10002	-20.0292
10002	10.5644
10002	-7.87314
10002	-11.216
10002	-0.336569
10002	-6.11345
10002	4.86485
10002	-15.0003
10002	-0.517457
10002	12.0057
10002	9.80797
10002	19.2287
10002	10.2294
10002	-7.74396
10002	-8.16738
10002	13.8156
10002	-14.5613
10002	0.579249
10002	-3.08399
10002	1.85763
10002	-3.63364
10002	2.36626
10002	-11.7095
10002	-13.7762
10002	2.73636
10002	1.14254
10002	-2.70022
10002	15.1971
10002	-0.19487
10002	-4.24609
10002	5.31556
10002	-9.0404
10002	-3.91505
10002	-1.50757
10002	0.734344
10002	4.40829
10002	-6.64157
10002	-2.84354
10002	3.40905
10002	-10.0001
10002	-9.24119
10002	-5.77377
10002	-3.85159
10002	11.661
10002	3.50521
10002	-3.36619
10002	-4.53472
10002	-8.23666
10002	9.24671
10002	4.6997
10002	-10.4301
10002	-2.16479
10002	0.564321
10002	7.60849
10002	-9.52877
10002	-15.6553
10002	8.52823
10002	10.1192
10002	-13.2631
10002	-0.234678
10002	-17.0639
10002	-1.27611
10002	-3.56662
10002	-15.5167
10002	-5.22996
10002	-12.2368
10002	-1.76838
10002	2.77848
10002	9.6512
10002	0.217403
10002	8.12523
10002	11.5156
10002	-15.3122
10002	-3.54458
10002	-5.83326
10002	3.82309
10002	1.65563
10002	-10.0229
10002	0.440818
10002	2.73101
10002	-4.84666
10002	-6.02935
10002	-0.110112
10002	5.8211
10002	17.1178
10002	-6.91917
10002	3.34542
10002	-6.60737
10002	2.10641
10002	-7.88187
10002	-7.93961
10002	24.5656
10002	-9.39623
10002	-4.98292
10002	15.4472
10002	4.75642
10002	2.82949
10002	-1.59024
10002	10.9262
10002	-6.3898
10002	9.38314
10002	13.5724
10002	-21.8896
10002	-10.3697
10002	5.83257
10002	-5.64416
10002	-0.514614
10002	0.672246
10002	4.12483
10002	6.70139
10002	3.94046
10002	7.74348
10002	-1.06604
10002	-4.30046
10002	-10.4244
10002	-16.0844
10002	9.57674
10002	-14.8191
10002	7.79117
10002	-21.2051
10002	-1.24003
10002	2.06391
10002	-0.31631
10002	-9.66558
10002	11.8403
10002	-5.14284
10002	-8.37017
10002	-8.48377
10002	5.6767
10002	-4.30312
10002	7.40172
10002	-8.43398
10002	-8.57363
10002	0.986959
10002	-1.39402
10002	3.53919
10002	-6.41939
10002	4.07636
10002	-6.28401
10002	8.34073
10002	-19.203
10002	-2.77595
10002	-12.9192
10002	-8.00181
10002	6.73302
10002	-15.3458
10002	-4.53377
10002	14.1652
10002	0.599051
10002	-17.6179
10002	-9.53602
10002	-6.43094
10002	-0.232786
10002	-1.0902
10002	-21.5705
10002	-11.0141
10002	11.8128
10002	-2.0341
10002	-0.684168
10002	5.1076
10002	8.63228
10002	-13.6965
10002	-1.84775
10002	-0.576638
10002	5.08573
10002	1.00067
10002	13.1522
10002	-7.52956
10002	-0.328921
10002	23.9061
10002	-3.38843
10002	-9.01678
10002	5.22575
10002	2.77112
10002	2.58427
10002	-1.08634
10002	-10.5559
10002	-3.45631
10002	-12.5875
10002	-2.16167
10002	-2.91875
10002	1.75697
10002	1.5083
10002	12.6868
10002	-19.1795
10002	-1.40095
10002	4.81475
10002	-5.61368
10002	-12.5664
10002	15.9429
10002	-20.9108
10002	-8.48606
10002	-15.9653
10002	-13.3668
10002	1.83403
10002	-9.09883
10002	3.27625
10002	1.4714
10002	4.93096
10002	-0.0686372
10002	1.36666
10002	12.2705
10002	5.52405
10002	0.0653116
10002	2.03028
10002	-7.5506
10002	-2.6927
10002	5.52624
10002	-3.35131
10002	2.09244
10002	5.63484
10002	-13.2984
10002	-6.28875
10002	5.41943
10002	-11.8078
10002	-2.08319
10002	-2.91021
10002	11.2913
10002	15.3255
10002	-8.2054
10002	3.17075
10002	15.243
10002	8.45311
10002	-0.310165
10002	-2.62696
10002	-7.50045
10002	-8.97338
10002	13.1203
10002	0.756756
10002	9.50632
10002	-13.7806
10002	-9.90726
10002	8.93435
10002	7.54705
10002	-12.8465
10002	6.56286
10002	5.01663
10002	-7.63752
10002	9.51892
10002	-15.0123
10002	1.77035
10002	15.5088
10002	-3.36969
10002	-0.23603
10002	5.29473
10002	8.97477
10002	10.6698
10002	-5.87158
10002	-11.0612
10002	4.48258
10002	-10.0947
10002	-5.34426
10002	-11.894
10002	-7.52037
10002	8.50689
10002	4.62144
10002	6.36235
10002	-2.5298
10002	0.774374
10002	12.3276
10002	-3.09961
10002	-4.17221
10002	-13.1089
10002	3.54824
10002	4.44706
10002	0.907641
10002	-3.79536
10002	15.5662
10002	10.5349
10002	-0.178636
10002	0.978936
10002	-0.596975
10002	-5.59133
10002	-13.3084
10002	-3.45548
10002	-3.20537
10002	7.89724
10002	12.6942
10002	-7.53465
10002	-10.1207
10002	-7.56114
10002	5.18414
10002	10.2423
10002	10.4554
10002	1.93956
10002	8.45789
10002	3.31232
10002	3.12751
10002	1.67777
10002	1.08296
10002	11.0252
10002	7.50951
10002	17.3877
10002	8.73283
10002	18.4789
10002	-8.07691
10002	0.76947
10002	-4.3403
10002	-9.43433
10002	-7.97495
10002	-3.13633
10002	9.93432
10002	-4.37109
10002	3.45253
10002	5.18243
10002	-6.65719
10002	0.265192
10002	-10.8865
10002	10.4934
10002	-3.13093
10002	-3.76152
10002	-5.19566
10002	-6.40378
10002	-3.72725
10002	15.3028
10002	-11.9996
10002	-10.4656
10002	-3.32176
10002	9.15505
10002	5.1814
10002	4.59889
10002	15.4527
10002	-15.4408
10002	-5.68813
10002	-7.11867
10002	-9.37375
10002	6.66083
10002	4.33035
10002	-1.5593
10002	-3.39298
10002	0.812846
10002	-16.9016
10002	-13.8369
10002	-12.7839
10002	-6.59827
10002	5.85615
10002	-12.1828
10002	0.714084
10002	-8.62358
10002	-13.7144
10002	0.133022
10002	-3.65973
10002	15.97
10002	20.8832
10002	-14.0457
10002	-1.01333
10002	6.85549
10002	-15.335
10002	2.30511
10002	14.4545
10002	-13.3207
10002	4.50892
10002	-6.75971
10002	5.39843
10002	10.2617
10002	22.9719
10002	-2.4782
10002	-4.60309
10002	8.52604
10002	-16.6168
10002	-10.3238
10002	0.868596
10002	3.32146
10002	9.89577
10002	-2.07588
10002	13.7938
10002	-6.2011
10002	-15.4271
10002	-7.26
10002	-9.28868
10002	0.466461
10002	-13.8414
10002	-0.171844
10002	19.2851
10002	9.53004
10002	-4.0592
10002	-28.4234
10002	-14.9746
10002	-5.66711
10002	-2.07474
10002	-31.5198
10002	-9.5416
10002	-11.2229
10002	-20.2554
10002	-3.80831
10002	-7.6139
10002	1.74395
10002	-11.444
10002	-0.577861
10002	3.20414
10002	2.40814
10002	-10.798
10002	0.558415
10002	6.23469
10002	-2.93944
10002	9.2341
10002	3.26364
10002	-8.51186
10002	12.5162
10002	6.81811
10002	2.83603
10002	-9.63856
10002	5.75354
10002	-7.27685
10002	-13.7454
10002	-10.2142
10002	4.72944
10002	-1.01218
10002	16.2663
10002	-3.57074
10002	18.1949
10002	1.38824
10002	10.7718
10002	2.26414
10002	-2.52886
10002	-9.72995
10002	-6.85081
10002	-2.86568
10002	-1.37148
10002	-8.21432
10002	-3.84911
10002	3.19401
10002	3.90081
10002	3.34594
10002	4.72239
10002	0.992829
10002	-5.81507
10002	-5.715
10002	-8.5471
10002	1.03899
10002	-6.18151
10002	1.09645
10002	12.7985
10002	12.7915
10002	-1.46479
10002	-0.355601
10002	-2.90683
10002	-10.295
10002	-2.08534
10002	-13.4481
10002	9.61719
10002	-1.37604
10002	-11.3034
10002	3.50797
10002	6.34365
10002	6.39395
10002	-2.94898
10002	11.9984
10002	-16.9913
10002	4.84519
10002	2.78921
10002	0.472235
10002	-1.51522
10002	-0.215053
10002	0.44878
10002	13.7245
10002	3.52051
10002	-13.9289
10002	-0.828642
10002	-0.76985
10002	1.08218
10002	12.323
10002	6.27791
10002	-20.2206
10002	7.1099
10002	-4.41096
10002	2.0112
10002	0.296354
10002	-3.0349
10002	-4.58801
10002	6.79529
10002	-4.40726
10002	-3.1561
10002	-1.41606
10002	-4.87544
10002	-9.71569
10002	-0.805069
10002	-1.58849
10002	-2.49583
10002	17.8649
10002	-5.27326
10002	-18.7745
10002	-3.3547
10002	1.62519
10002	11.2577
10002	-14.6207
10002	2.98722
10002	8.41284
10002	-0.338103
10002	1.32186
10002	-2.33741
10002	-28.9326
10002	-10.2108
10002	0.584467
10002	-7.70872
10002	-23.0641
10002	6.96851
10002	-3.78972
10002	5.63575
10002	-9.19387
10002	-0.0593808
10002	-11.2975
10002	8.5903
10002	-3.37172
10002	-2.17709
10002	-3.87812
10002	-9.62372
10002	-5.23381
10002	-1.77936
10002	-0.271393
10002	-10.8169
10002	-4.40511
10002	-22.2785
10002	-0.574458
10002	-2.98677
10002	8.20673
10002	2.49947
10002	4.91073
10002	22.1748
10002	-5.49898
10002	-10.4098
10002	-2.24922
10002	0.0914219
10002	14.1991
10002	-4.23297
10002	5.18718
10002	0.584297
10002	-14.0337
10002	6.22717
10002	-4.92959
10002	-3.93979
10002	-1.47736
10002	0.304483
10002	0.772646
10002	-5.00534
10002	3.81416
10002	7.79141
10002	-3.28998
10002	-2.09282
10002	-2.69403
10002	2.09569
10002	-4.27037
10002	-11.4876
10002	3.37608
10002	-12.3068
10002	5.87455
10002	2.05394
10002	0.949917
10002	-3.23711
10002	-5.20631
10002	2.23428
10002	-2.6159
10002	2.58364
10002	3.21096
10002	-0.427223
10002	14.0262
10002	2.73446
10002	12.791
10002	-3.19524
10002	-13.1293
10002	-3.78675
10002	-12.94
10002	12.5629
10002	-12.1304
10002	4.20627
10002	10.8115
10002	-0.399536
10002	8.02464
10002	8.60356
10002	-3.77739
10002	-2.74418
10002	-4.04824
10002	-8.97959
10002	4.24087
10002	1.54984
10002	1.21009
10002	-0.880035
10002	2.34695
10002	7.77673
10002	-14.7595
10002	1.09109
10002	7.30891
10002	12.6548
10002	-12.4445
10002	12.0132
10002	-6.68561
10002	-8.61669
10002	-2.16114
10002	-12.7056
10002	8.70833
10002	-5.54137
10002	3.78697
10002	-0.832832
10002	-7.83606
10002	7.42806
10002	-6.63667
10002	-2.09534
10002	1.24117
10002	3.91383
10002	9.30225
10002	-2.56428
10002	8.61973
10002	5.37335
10002	13.464
10002	2.85624
10002	2.56741
10002	-9.59549
10002	3.03892
10002	-5.84479
10002	9.58569
10002	2.16099
10002	-4.05968
10002	0.81161
10002	3.23061
10002	-6.25979
10002	-0.15044
10002	-2.4364
10002	-1.05508
10002	-2.91965
10002	-1.58094
10002	-8.13132
10002	-19.0026
10002	-10.0442
10002	-14.8713
10002	-17.2949
10002	-1.52203
10002	-4.16536
10002	12.8265
10002	-0.828822
10002	-6.23048
10002	12.7194
10002	-0.114209
10002	7.02195
10002	2.78172
10002	6.1702
10002	-10.7242
10002	4.076
10002	-3.59517
10002	-0.774362
10002	5.22541
10002	-11.9476
10002	1.64084
10002	-10.456
10002	-5.50015
10002	-4.32827
10002	-1.93679
10002	11.0617
10002	9.35068
10002	-8.31663
10002	-9.97321
10002	-16.7189
10002	-4.04491
10002	2.34685
10002	1.90644
10002	1.33285
10002	5.12842
10002	1.53944
10002	-8.17919
10002	-4.08594
10002	-10.322
10002	-3.79097
10002	6.34738
10002	-5.39733
10002	9.91265
10002	9.7668
10002	-11.9727
10002	9.25534
10002	-15.523
10002	-13.8703
10002	-14.9795
10002	8.46521
10002	-7.90313
10002	4.15341
10002	-1.29168
10002	14.3866
10002	0.716512
10002	7.3541
10002	-0.0233077
10002	-9.46432
10002	4.55809
10002	-8.87662
10002	5.97595
10002	-7.63521
10002	-4.07211
10002	-3.04688
10002	5.07754
10002	6.56171
10002	-2.11489
10002	11.3881
10002	17.6739
10002	-6.5705
10002	2.49601
10002	12.781
10002	-4.96551
10002	2.89271
10002	-4.71753
10002	-1.38188
10002	-5.85188
10002	-0.980473
10002	3.13013
10002	9.8551
10002	9.6851
10002	3.68018
10002	-4.44969
10002	8.0787
10002	-11.9037
10002	-8.62836
10002	-16.4922
10002	6.88665
10002	-0.123208
10002	-7.40682
10002	-15.1599
10002	-16.2696
10002	9.48852
10002	-0.202467
10002	0.489804
10002	1.89203
10002	-2.38986
10002	-18.6899
10002	-12.156
10002	-9.2346
10002	15.0551
10002	7.2146
10002	5.33687
10002	1.50791
10002	-23.7973
10002	-12.4076
10002	-11.105
10002	4.48627
10002	4.40442
10002	-9.94614
10002	-12.7635
10002	4.31766
10002	7.86577
10002	3.59526
10002	0.2527
10002	-12.4181
10002	-0.405808
10002	-10.583
10002	-4.44516
10002	2.6836
10002	0.715685
10002	-10.2023
10002	9.44312
10002	-0.320927
10002	8.37675
10002	-15.857
10002	2.17157
10002	-10.0939
10002	-12.8003
10002	0.726783
10002	-8.93598
10002	-4.97014
10002	-16.5544
10002	-12.5473
10002	-10.8012
10002	-17.034
10002	14.5615
10002	-7.19423
10002	-11.8847
10002	8.41737
10002	-11.1067
10002	-2.18556
10002	-22.065
10002	14.827
10002	-0.0715595
10002	-10.3507
10002	-6.27783
10002	7.8691
10002	0.280698
10002	-10.5393
10002	-1.96561
10002	5.36939
10002	9.81167
10002	12.4919
10002	-9.06219
10002	-6.99586
10002	6.35313
10002	7.49222
10002	-1.75158
10002	-10.8148
10002	0.673043
10002	-7.70396
10002	5.86901
10002	-16.5436
10002	-13.2084
10002	8.66327
10002	-2.69972
10002	-14.2848
10002	15.5788
10002	1.87683
10002	-9.02379
10002	-8.30996
10002	-3.87836
10002	1.29918
10002	-6.26227
10002	13.9732
10002	-9.80728
10002	9.66318
10002	-7.69735
10002	-21.7762
10002	-4.5619
10002	-4.1308
10002	4.08239
10002	6.26488
10002	-2.54461
10002	14.906
10002	-2.59715
10002	6.6784
10002	9.69247
10002	-2.67649
10002	5.97399
10002	-0.888667
10002	5.23173
10002	-0.186044
10002	-3.43369
10002	25.1369
10002	9.72474
10002	-9.0207
10002	9.03927
10002	6.0938
10002	5.90483
10002	8.54528
10002	-11.7637
10002	4.27302
10002	-4.52959
10002	6.80271
10002	22.2033
10002	-5.11303
10002	-6.24983
10002	9.65928
10002	-11.0905
10002	-8.59993
10002	-12.9236
10002	-6.7719
10002	7.45283
10002	1.4239
10002	4.96498
10002	-15.1397
10002	17.1321
10002	-11.9624
10002	-9.74969
10002	-11.3927
10002	-15.9899
10002	-10.9957
10002	-6.17199
10002	8.3095
10002	-23.6078
10002	-11.7291
10002	9.99592
10002	13.81
10002	4.33948
10002	1.90741
10002	-6.51522
10002	-9.05396
10002	17.9394
10002	-1.79408
10002	0.866723
10002	6.86594
10002	-15.2889
10002	-20.0624
10002	11.4052
10002	-6.87117
10002	-8.65137
10002	1.64357
10002	-21.952
10002	-8.28636
10002	-4.52738
10002	6.10376
10002	-8.94117
10002	-0.174093
10002	-2.76001
10002	3.95067
10002	-10.7911
10002	2.63397
10002	-10.4543
10002	-2.27435
10002	-0.553367
10002	-8.81369
10002	-1.55471
10002	11.623
10002	-16.6236
10002	-1.98799
10002	-13.2025
10002	5.21943
10002	-0.614541
10002	-6.26517
10002	0.322514
10002	-9.79364
10002	4.08868
10002	-8.24853
10002	-16.0972
10002	10.8237
10002	-5.32775
10002	8.24109
10002	0.666984
10002	-5.95353
10002	3.39861
10002	4.06917
10002	-5.88212
10002	9.54566
10002	-2.86969
10002	-11.9936
10002	-26.6508
10002	-3.6017
10002	-1.32685
10002	10.8259
10002	1.35149
10002	5.95758
10002	-3.15951
10002	-5.48639
10002	-13.5299
10002	-13.5644
10002	-8.97855
10002	-11.2145
10002	5.57844
10002	-1.77949
10002	3.14159
10002	-13.052
10002	3.35126
10002	7.93743
10002	-6.21168
10002	2.88354
10002	4.35269
10002	15.5981
10002	-7.562
10002	-14.5404
10002	-1.96222
10002	5.28979
10002	-5.42959
10002	2.5162
10002	-1.78966
10002	1.71752
10002	-9.30958
10002	-4.66919
10002	10.5832
10002	-14.2966
10002	-7.92535
10002	13.1928
10002	-5.71502
10002	6.38806
10002	0.21852
10002	1.88895
10002	-12.511
10002	12.5747
10002	2.96356
10002	5.17606
10002	11.8867
10002	10.1743
10002	-15.2702
10002	-2.23219
10002	0.16091
10002	-9.15449
10002	-2.84635
10002	9.89652
10002	-4.76774
10002	6.57857
10002	10.0803
10002	-9.44991
10002	-2.49536
10002	-17.217
10002	13.9769
10002	1.19079
10002	-9.73766
10002	-6.21878
10002	-3.4438
10002	8.56155
10002	2.89685
10002	-23.3666
10002	-6.50228
10002	8.18479
10002	-4.63162
10002	-4.63162
10003	1.265
10003	1.59555
10003	-2.88451
10003	-2.63796
10003	-8.22255
10003	-15.4593
10003	-16.1385
10003	-1.16014
10003	-13.8923
10003	11.2234
10003	0.927981
10003	1.32523
10003	-17.4026
10003	-0.565831
10003	19.3904
10003	-10.7251
10003	5.20846
10003	0.507354
10003	-23.3544
10003	-3.66406
10003	12.3625
10003	-11.0946
10003	0.206792
10003	-13.9632
10003	-4.98324
10003	7.13719
10003	-9.08624
10003	7.97817
10003	-3.59835
10003	7.9102
10003	6.59119
10003	5.4873
10003	-12.0421
10003	-1.7311
10003	-13.4975
10003	4.50369
10003	-10.6002
10003	-16.211
10003	-23.4057
10003	-7.85676
10003	0.277846
10003	-2.55474
10003	-12.8578
10003	5.8211
10003	8.23768
10003	-14.0558
10003	0.829626
10003	-11.326
10003	3.78212
10003	3.06213
10003	-1.1915
10003	-5.93043
10003	-13.67
10003	6.94469
10003	-5.33125
10003	-8.19429
10003	-3.67202
10003	-19.1655
10003	-6.92442
10003	10.0852
10003	9.19067
10003	-7.91892
10003	7.43668
10003	-10.6717
10003	3.92755
10003	-6.23543
10003	0.3704
10003	-9.43867
10003	-12.7673
10003	5.69412
10003	6.83555
10003	0.129783
10003	7.38664
10003	-10.2684
10003	1.06897
10003	10.0502
10003	8.43311
10003	-3.34104
10003	-5.83579
10003	-18.4397
10003	7.55021
10003	-1.29372
10003	0.452788
10003	0.529868
10003	-10.2632
10003	-15.5977
10003	-8.2838
10003	7.35063
10003	4.3658
10003	-8.87941
10003	7.20146
10003	-2.00431
10003	-5.06679
10003	-3.82344
10003	-11.3801
10003	-6.77002
10003	7.41379
10003	-5.47954
10003	-12.2749
10003	0.208133
10003	9.31308
10003	-6.6289
10003	-2.72525
10003	14.2189
10003	17.1861
10003	0.164793
10003	12.3821
10003	-8.12906
10003	-5.59401
10003	-7.2775
10003	-5.09679
10003	19.2601
10003	-13.2598
10003	11.3863
10003	6.58343
10003	4.82382
10003	9.75547
10003	-2.46113
10003	-6.4155
10003	-4.90404
10003	-16.9642
10003	2.90739
10003	-2.55124
10003	-23.3821
10003	-25.8504
10003	17.9069
10003	-8.02817
10003	-17.1562
10003	2.80038
10003	5.6341
10003	1.90057
10003	4.77517
10003	2.4953
10003	-7.17493
10003	-6.1363
10003	-2.66568
10003	-5.7188
10003	6.68734
10003	-11.5616
10003	0.409746
10003	-0.785778
10003	28.6235
10003	-1.31725
10003	6.37041
10003	3.66978
10003	-19.6047
10003	-10.9186
10003	-8.37703
10003	-5.62418
10003	-7.56537
10003	-9.55614
10003	1.24466
10003	1.24694
10003	-16.8006
10003	0.804234
10003	6.57473
10003	1.11014
10003	-15.0101
10003	-20.0884
10003	13.4139
10003	10.946
10003	-4.48553
10003	-1.44304
10003	-4.63509
10003	4.97833
10003	-5.77711
10003	-2.14775
10003	-1.0704
10003	-11.4615
10003	5.3974
10003	-0.509274
10003	2.39378
10003	-10.6724
10003	-5.28841
10003	-22.0329
10003	-5.8584
10003	-19.0067
10003	-5.12617
10003	8.83013
10003	-3.75771
10003	5.05782
10003	-11.1237
10003	-16.154
10003	-10.5801
10003	-0.41701
10003	-12.3544
10003	-8.77371
10003	-2.62555
10003	13.4256
10003	0.554754
10003	4.86895
10003	-3.64677
10003	-1.99856
10003	3.87597
10003	11.3175
10003	-0.741049
10003	-6.90228
10003	-3.58063
10003	4.36705
10003	-15.114
10003	-6.85799
10003	19.5597
10003	-0.333287
10003	-2.95546
10003	5.90559
10003	15.3064
10003	3.78244
10003	-9.48604
10003	-15.7378
10003	-0.050879
10003	0.490399
10003	0.639649
10003	-6.04028
10003	-2.63103
10003	5.86746
10003	-23.9205
10003	-10.1306
10003	3.35719
10003	-3.98206
10003	-13.7146
10003	-8.92015
10003	-8.31986
10003	0.203921
10003	1.13037
10003	8.34044
10003	-2.95123
10003	7.40209
10003	1.76912
10003	5.46385
10003	-3.85394
10003	10.7057
10003	13.2138
10003	-3.8984
10003	-4.56706
10003	-7.4728
10003	-4.5193
10003	-5.42686
10003	-13.2148
10003	1.32296
10003	-3.35114
10003	-4.43234
10003	-6.8655
10003	-12.8503
10003	8.48043
10003	-7.42188
10003	-2.43298
10003	-15.3713
10003	0.474433
10003	-3.50345
10003	-5.57033
10003	-8.26992
10003	-5.28115
10003	10.1281
10003	-13.0916
10003	11.3051
10003	-6.88251
10003	-8.39697
10003	-13.8809
10003	1.48185
10003	12.4893
10003	-3.81926
10003	-8.81916
10003	-3.64609
10003	7.34951
10003	3.33511
10003	1.35683
10003	-0.66093
10003	3.77751
10003	8.36966
