cycle	pf_1000	pf_3001	pf_5002	pf_7003	pf_9004	pf_11005	pf_13006	pf_15007	pf_17008	pf_19009	z1_mean	z1_sd	a1_mean	a1_sd	fitness_mean	fitness_sd
10	0.5	0.475	0.474	0.503	0.517	0.503	0.421	0.466	0.483	0.412	-1.04945	4.49139	-0.984	4.37974	1.05865	0.020787
20	0.478	0.493	0.341	0.467	0.584	0.534	0.406	0.512	0.431	0.349	-1.85347	4.66493	-1.62	4.4703	1.05641	0.0224079
30	0.514	0.561	0.393	0.404	0.573	0.579	0.349	0.482	0.398	0.391	-1.62352	4.56287	-1.424	4.38848	1.05694	0.0214079
40	0.461	0.565	0.409	0.444	0.539	0.595	0.333	0.432	0.342	0.4	-2.05369	4.27181	-1.92	4.09232	1.05789	0.0213006
50	0.428	0.481	0.382	0.431	0.471	0.598	0.297	0.507	0.363	0.403	-2.87528	4.40064	-2.556	4.23778	1.05406	0.0229655
60	0.492	0.542	0.394	0.479	0.535	0.601	0.407	0.525	0.425	0.493	-0.429712	4.51074	-0.428	4.40814	1.05837	0.0206083
70	0.496	0.523	0.401	0.474	0.487	0.605	0.292	0.578	0.452	0.553	-0.701027	4.55392	-0.556	4.34795	1.05866	0.0208938
80	0.581	0.512	0.452	0.46	0.57	0.632	0.334	0.557	0.473	0.583	0.791939	4.3501	0.616	4.285	1.05934	0.0197911
90	0.518	0.462	0.465	0.423	0.493	0.588	0.373	0.586	0.412	0.557	-0.534047	4.5579	-0.492	4.45754	1.05854	0.0210945
100	0.462	0.452	0.466	0.413	0.516	0.643	0.321	0.472	0.428	0.563	-1.10992	4.37654	-1.056	4.18855	1.05892	0.0201431
110	0.453	0.437	0.455	0.355	0.551	0.581	0.406	0.412	0.46	0.675	-1.00192	4.41255	-0.86	4.24741	1.05928	0.0201522
120	0.488	0.54	0.486	0.39	0.584	0.537	0.354	0.443	0.459	0.621	-0.501991	4.70888	-0.392	4.5041	1.05713	0.0209501
130	0.475	0.534	0.54	0.485	0.624	0.613	0.288	0.522	0.572	0.568	0.968281	4.10727	0.884	3.97116	1.06099	0.0190801
140	0.412	0.473	0.493	0.546	0.685	0.593	0.24	0.505	0.508	0.515	-0.130868	4.68676	-0.12	4.46424	1.0585	0.0215453
150	0.467	0.376	0.461	0.548	0.751	0.541	0.157	0.52	0.505	0.453	-1.03568	4.25654	-0.884	4.12171	1.06028	0.0204081
160	0.53	0.313	0.463	0.546	0.749	0.483	0.126	0.598	0.555	0.477	-0.728542	4.29416	-0.64	4.20973	1.06028	0.0198822
170	0.539	0.286	0.48	0.51	0.724	0.398	0.138	0.566	0.629	0.378	-1.49709	4.48929	-1.408	4.28091	1.05799	0.021625
180	0.605	0.271	0.536	0.519	0.746	0.372	0.107	0.539	0.647	0.352	-1.36229	4.45318	-1.224	4.28702	1.05815	0.0208092
