cycle	pf_1000	pf_3001	pf_5002	pf_7003	pf_9004	pf_11005	pf_13006	pf_15007	pf_17008	pf_19009	z1_mean	z1_sd	a1_mean	a1_sd	fitness_mean	fitness_sd
10	0.436	0.539	0.604	0.502	0.455	0.504	0.586	0.45	0.479	0.511	0.728368	6.47009	0.264	4.5664	1.04853	0.0255065
20	0.488	0.563	0.555	0.428	0.429	0.584	0.568	0.437	0.452	0.493	-0.168898	6.27679	-0.012	4.49358	1.04917	0.0258052
30	0.436	0.558	0.552	0.428	0.407	0.63	0.497	0.502	0.435	0.515	-0.191338	5.78029	-0.16	4.06835	1.05338	0.0247021
40	0.457	0.59	0.562	0.481	0.408	0.67	0.512	0.544	0.378	0.543	1.29536	6.09605	0.58	4.30216	1.05038	0.0255876
50	0.458	0.577	0.53	0.506	0.411	0.599	0.542	0.532	0.423	0.513	0.68352	6.30627	0.364	4.44827	1.04886	0.0255701
60	0.384	0.527	0.435	0.476	0.367	0.653	0.527	0.576	0.293	0.495	-2.20538	6.179	-1.068	4.35906	1.04681	0.0257892
70	0.416	0.512	0.39	0.473	0.447	0.667	0.574	0.581	0.249	0.469	-1.96917	6.22976	-0.888	4.3765	1.04871	0.0260909
80	0.403	0.645	0.387	0.504	0.421	0.692	0.512	0.563	0.264	0.469	-1.14767	6.06526	-0.56	4.27023	1.05012	0.0251259
90	0.386	0.612	0.315	0.484	0.449	0.701	0.48	0.562	0.255	0.446	-2.45979	5.94883	-1.24	4.24859	1.04932	0.0259458
100	0.429	0.571	0.327	0.507	0.549	0.719	0.464	0.589	0.235	0.514	-0.730721	5.99488	-0.384	4.30274	1.05068	0.0252337
110	0.434	0.478	0.286	0.458	0.568	0.764	0.422	0.627	0.281	0.426	-1.9872	6.30399	-1.024	4.59758	1.04758	0.0259949
120	0.394	0.475	0.304	0.443	0.604	0.777	0.297	0.638	0.316	0.481	-2.19917	5.97109	-1.084	4.31627	1.04811	0.0253987
130	0.445	0.462	0.363	0.505	0.627	0.827	0.333	0.598	0.286	0.525	-0.0918449	5.67153	-0.116	4.04515	1.05289	0.0242119
140	0.504	0.47	0.32	0.512	0.694	0.833	0.278	0.587	0.297	0.467	-0.129913	5.83092	-0.152	4.18712	1.05178	0.0246673
150	0.416	0.434	0.277	0.5	0.735	0.818	0.277	0.553	0.269	0.431	-2.31182	5.75195	-1.16	4.04365	1.05009	0.0254432
