cycle	pf_1000	pf_3001	pf_5002	pf_7003	pf_9004	pf_11005	pf_13006	pf_15007	pf_17008	pf_19009	z1_mean	z1_sd	a1_mean	a1_sd	fitness_mean	fitness_sd
10	0.518	0.4	0.491	0.56	0.481	0.515	0.513	0.488	0.516	0.456	-0.221107	4.67143	-0.248	4.46793	1.05805	0.0202934
20	0.52	0.406	0.418	0.562	0.583	0.52	0.554	0.497	0.524	0.445	0.179811	4.76296	0.116	4.61358	1.05769	0.0212738
30	0.478	0.462	0.414	0.543	0.621	0.534	0.521	0.511	0.55	0.496	0.617315	4.45767	0.52	4.21297	1.05934	0.0200013
40	0.402	0.436	0.397	0.559	0.547	0.442	0.489	0.603	0.513	0.478	-0.640312	4.65998	-0.536	4.52655	1.05822	0.0210395
50	0.472	0.453	0.369	0.581	0.548	0.588	0.55	0.654	0.446	0.455	0.588866	4.35563	0.464	4.24603	1.06015	0.0201284
60	0.466	0.405	0.345	0.589	0.52	0.561	0.609	0.653	0.419	0.438	-0.00206324	4.62078	0.02	4.48283	1.05845	0.0209934
70	0.44	0.461	0.459	0.685	0.535	0.542	0.546	0.641	0.435	0.32	0.22608	4.19095	0.256	4.1183	1.06094	0.0194728
80	0.399	0.439	0.434	0.71	0.508	0.502	0.534	0.564	0.461	0.292	-0.591491	4.25171	-0.628	4.14342	1.06092	0.0196334
90	0.512	0.46	0.381	0.681	0.468	0.496	0.619	0.653	0.443	0.269	-0.107644	4.56978	-0.072	4.44549	1.05802	0.0201855
100	0.478	0.474	0.412	0.592	0.483	0.475	0.615	0.739	0.386	0.294	-0.175207	4.38177	-0.208	4.2	1.0606	0.0199604
110	0.49	0.506	0.396	0.681	0.521	0.521	0.566	0.783	0.38	0.283	0.597959	4.40474	0.508	4.31499	1.05917	0.0196315
120	0.499	0.474	0.36	0.683	0.446	0.478	0.53	0.807	0.355	0.175	-0.94372	4.52165	-0.772	4.39028	1.05789	0.0202596
130	0.468	0.392	0.39	0.597	0.481	0.569	0.483	0.849	0.328	0.142	-1.21833	4.32745	-1.204	4.19351	1.05931	0.0200219
140	0.5	0.417	0.408	0.591	0.464	0.518	0.517	0.826	0.38	0.147	-1.04049	4.47349	-0.928	4.32947	1.05883	0.0208881
150	0.592	0.419	0.38	0.616	0.47	0.464	0.585	0.783	0.329	0.115	-1.1062	4.23358	-0.988	4.0349	1.06104	0.0204031
160	0.581	0.458	0.473	0.692	0.512	0.396	0.613	0.862	0.319	0.132	0.158381	4.49077	0.152	4.34496	1.05818	0.0197986
170	0.548	0.371	0.502	0.679	0.45	0.465	0.634	0.854	0.248	0.121	-0.483245	4.1663	-0.512	4.01124	1.06113	0.0194088
180	0.521	0.359	0.542	0.681	0.486	0.488	0.641	0.82	0.226	0.143	-0.484827	4.32084	-0.372	4.1065	1.0601	0.0196659
190	0.561	0.396	0.559	0.604	0.44	0.47	0.694	0.804	0.216	0.218	-0.18836	4.30392	-0.152	4.12151	1.06031	0.0191693
200	0.519	0.405	0.576	0.591	0.516	0.451	0.666	0.816	0.202	0.199	-0.219382	4.36826	-0.236	4.20901	1.06056	0.0202252
210	0.563	0.448	0.498	0.614	0.644	0.462	0.708	0.795	0.286	0.219	1.09921	4.33578	0.948	4.21531	1.05906	0.019603
220	0.567	0.498	0.479	0.567	0.621	0.483	0.665	0.835	0.315	0.237	1.24258	4.37119	1.068	4.15185	1.05852	0.0202938
230	0.499	0.465	0.398	0.58	0.556	0.465	0.68	0.865	0.33	0.189	0.158901	4.55159	0.108	4.38209	1.05864	0.0204081
240	0.442	0.553	0.329	0.682	0.623	0.445	0.663	0.837	0.266	0.126	-0.200045	4.11035	-0.136	3.92075	1.06138	0.0188067
250	0.45	0.644	0.333	0.695	0.648	0.44	0.645	0.801	0.315	0.1	0.203281	4.20895	0.284	4.02091	1.06058	0.0188776
260	0.448	0.671	0.423	0.66	0.518	0.461	0.73	0.784	0.383	0.12	0.732353	4.01518	0.792	3.91246	1.0621	0.0184844
270	0.469	0.695	0.443	0.673	0.553	0.517	0.755	0.761	0.381	0.094	1.58256	4.44843	1.364	4.22839	1.05819	0.0210233
280	0.491	0.686	0.462	0.736	0.594	0.514	0.767	0.799	0.321	0.122	2.14521	4.24793	1.968	4.09102	1.057	0.0204735
290	0.475	0.685	0.393	0.733	0.599	0.504	0.781	0.809	0.291	0.103	1.71187	4.32519	1.492	4.10947	1.05812	0.0210083
300	0.392	0.673	0.403	0.701	0.59	0.416	0.837	0.819	0.258	0.081	0.79038	4.11115	0.68	3.8946	1.06114	0.0194661
310	0.53	0.577	0.463	0.709	0.557	0.413	0.857	0.802	0.28	0.055	1.08595	4.11813	0.972	4.0149	1.06084	0.01945
320	0.555	0.622	0.441	0.759	0.425	0.427	0.852	0.808	0.271	0.04	0.888206	3.94188	0.8	3.75396	1.06186	0.0186717
330	0.476	0.599	0.416	0.788	0.329	0.484	0.87	0.836	0.27	0.022	0.33191	4.07284	0.36	3.93718	1.06165	0.0188159
340	0.496	0.54	0.391	0.825	0.322	0.445	0.851	0.863	0.264	0.04	0.228147	3.93249	0.148	3.74569	1.0629	0.0180204
350	0.524	0.466	0.331	0.69	0.311	0.471	0.816	0.847	0.305	0.053	-0.740321	3.99203	-0.744	3.90756	1.06145	0.0184699
360	0.548	0.51	0.313	0.751	0.282	0.419	0.764	0.866	0.33	0.024	-0.865425	4.11649	-0.772	3.93586	1.06103	0.0196172
370	0.509	0.538	0.336	0.799	0.311	0.45	0.788	0.85	0.343	0.019	-0.170392	4.20381	-0.228	4.02248	1.06146	0.0197132
380	0.563	0.573	0.387	0.801	0.403	0.326	0.745	0.807	0.329	0.049	-0.0906447	4.00528	-0.068	3.83886	1.06213	0.0182733
390	0.514	0.604	0.386	0.833	0.33	0.247	0.804	0.865	0.301	0.023	-0.385477	3.97491	-0.372	3.75577	1.06183	0.0180875
400	0.551	0.614	0.244	0.784	0.4	0.226	0.814	0.853	0.294	0.012	-0.946297	3.74831	-0.832	3.5807	1.06301	0.0176449
410	0.572	0.59	0.258	0.844	0.499	0.169	0.812	0.863	0.325	0.004	-0.401116	3.89591	-0.256	3.71727	1.06297	0.0180106
420	0.592	0.577	0.252	0.915	0.521	0.16	0.82	0.869	0.349	0.003	0.258083	3.76227	0.232	3.59388	1.06303	0.0161299
430	0.643	0.588	0.193	0.903	0.528	0.159	0.841	0.846	0.401	0.0	0.469241	3.88201	0.408	3.71229	1.06298	0.0182084
440	0.709	0.538	0.204	0.939	0.544	0.068	0.857	0.845	0.438	0.0	0.559877	3.56198	0.568	3.437	1.06504	0.01675
450	0.722	0.518	0.221	0.929	0.628	0.045	0.888	0.72	0.44	0.0	0.525636	3.54921	0.444	3.44014	1.06435	0.0158269
