cycle	pf_1000	pf_3001	pf_5002	pf_7003	pf_9004	pf_11005	pf_13006	pf_15007	pf_17008	pf_19009	z1_mean	z1_sd	a1_mean	a1_sd	fitness_mean	fitness_sd
2	0.527	0.533	0.511	0.489	0.466	0.52	0.516	0.504	0.495	0.51	2.6897	12.5299	0.284	4.4559	1.02591	0.0797631
10	0.495	0.594	0.447	0.498	0.492	0.444	0.541	0.505	0.412	0.606	0.29059	13.2415	0.136	4.22578	1.02787	0.0821509
20	0.518	0.662	0.411	0.434	0.52	0.5	0.575	0.476	0.473	0.615	2.0267	12.8467	0.736	4.26787	1.02212	0.0763175
30	0.571	0.752	0.358	0.404	0.552	0.489	0.603	0.461	0.526	0.711	6.14051	13.6267	1.708	4.43193	1.02443	0.0755869
40	0.55	0.764	0.307	0.497	0.502	0.451	0.562	0.434	0.486	0.698	2.44797	12.9055	1.004	4.17743	1.02277	0.0764666
50	0.54	0.792	0.355	0.453	0.511	0.483	0.521	0.481	0.466	0.743	4.78373	12.4468	1.38	4.11746	1.02481	0.0785881
60	0.636	0.778	0.306	0.514	0.657	0.506	0.528	0.54	0.509	0.732	9.05654	12.498	2.824	4.16217	1.02416	0.0765536
70	0.612	0.748	0.34	0.615	0.623	0.459	0.567	0.589	0.48	0.623	8.59077	13.1821	2.624	4.2801	1.02624	0.0818103
80	0.655	0.775	0.302	0.604	0.647	0.448	0.544	0.56	0.428	0.659	7.67921	13.4712	2.488	4.29403	1.03261	0.0912232
90	0.672	0.744	0.337	0.571	0.618	0.442	0.546	0.523	0.444	0.718	9.22623	13.4352	2.46	4.41944	1.02889	0.0855413
100	0.698	0.759	0.371	0.545	0.633	0.439	0.548	0.486	0.42	0.675	6.08161	13.0383	2.296	4.35779	1.03598	0.0969613
110	0.721	0.683	0.392	0.522	0.624	0.374	0.539	0.496	0.393	0.606	5.75964	13.4046	1.4	4.46137	1.02939	0.089139
120	0.752	0.681	0.46	0.601	0.633	0.379	0.438	0.432	0.449	0.611	5.70783	13.3115	1.744	4.67098	1.02498	0.0794638
