cycle	pf_1000	pf_3001	pf_5002	pf_7003	pf_9004	pf_11005	pf_13006	pf_15007	pf_17008	pf_19009	z1_mean	z1_sd	a1_mean	a1_sd	fitness_mean	fitness_sd
2	0.534	0.496	0.513	0.516	0.472	0.497	0.476	0.523	0.51	0.486	-0.00226314	12.9772	0.092	4.26567	1.02094	0.0768013
10	0.531	0.448	0.486	0.542	0.499	0.52	0.487	0.538	0.434	0.562	-0.297893	13.5569	0.188	4.60076	1.01875	0.0681015
20	0.541	0.438	0.476	0.545	0.469	0.533	0.45	0.66	0.495	0.626	1.32357	13.8677	0.932	4.53216	1.02599	0.0829801
30	0.565	0.46	0.423	0.537	0.438	0.516	0.456	0.7	0.462	0.729	4.29419	13.4413	1.144	4.38289	1.03034	0.0842866
40	0.595	0.425	0.442	0.616	0.533	0.507	0.431	0.749	0.496	0.664	6.93603	13.152	1.832	4.36462	1.02573	0.0799132
50	0.634	0.517	0.404	0.631	0.486	0.474	0.422	0.722	0.513	0.684	7.55296	13.5786	1.948	4.50398	1.03139	0.0863041
60	0.694	0.549	0.393	0.65	0.472	0.556	0.386	0.681	0.521	0.717	7.95992	12.5301	2.476	4.00669	1.03639	0.0946518
70	0.676	0.53	0.365	0.674	0.525	0.643	0.458	0.728	0.478	0.706	9.91877	12.5739	3.132	3.95852	1.03024	0.0853267
80	0.552	0.558	0.275	0.619	0.555	0.703	0.483	0.739	0.496	0.703	9.73763	12.7927	2.732	4.08725	1.02591	0.0828243
90	0.504	0.558	0.261	0.656	0.471	0.722	0.516	0.817	0.506	0.789	9.54287	12.617	3.2	4.24878	1.03115	0.0857513
100	0.422	0.511	0.297	0.652	0.45	0.725	0.566	0.798	0.473	0.773	9.04645	12.8997	2.668	4.24616	1.02588	0.0781752
110	0.565	0.478	0.217	0.708	0.43	0.679	0.613	0.843	0.465	0.725	9.61661	12.5927	2.892	4.0907	1.03077	0.0881903
120	0.552	0.404	0.17	0.685	0.457	0.717	0.644	0.797	0.536	0.695	8.87265	12.5447	2.628	4.04752	1.02231	0.0713098
130	0.603	0.483	0.184	0.735	0.439	0.685	0.687	0.811	0.65	0.63	11.9394	12.2413	3.628	4.13568	1.03045	0.0892731
140	0.657	0.455	0.098	0.71	0.312	0.723	0.74	0.81	0.747	0.653	11.8063	12.4994	3.62	3.94649	1.0278	0.085637
150	0.678	0.408	0.06	0.705	0.224	0.758	0.782	0.781	0.732	0.667	11.0556	12.211	3.18	3.73571	1.03075	0.0917169
160	0.629	0.413	0.055	0.719	0.216	0.701	0.842	0.699	0.775	0.635	8.71512	13.1252	2.736	4.09339	1.03526	0.0921736
170	0.663	0.415	0.038	0.779	0.232	0.682	0.832	0.71	0.775	0.61	10.0967	12.417	2.944	3.89296	1.03146	0.0891865
180	0.73	0.463	0.034	0.776	0.252	0.728	0.843	0.709	0.811	0.578	12.0255	11.1935	3.696	3.55484	1.03456	0.0904307
190	0.745	0.482	0.049	0.8	0.244	0.736	0.864	0.749	0.849	0.539	12.3184	12.0553	4.228	3.76515	1.0294	0.083825
200	0.737	0.515	0.074	0.773	0.247	0.703	0.832	0.735	0.843	0.538	11.4428	12.2149	3.988	3.7336	1.02537	0.0789401
210	0.65	0.503	0.064	0.737	0.219	0.666	0.882	0.734	0.835	0.543	11.4309	12.745	3.332	3.79138	1.03325	0.0943399
220	0.655	0.477	0.078	0.624	0.198	0.682	0.894	0.676	0.825	0.482	8.1434	12.7804	2.364	3.80321	1.03267	0.0947352
230	0.634	0.439	0.09	0.616	0.185	0.673	0.936	0.701	0.801	0.491	7.38924	12.6652	2.264	3.84394	1.0311	0.0906388
240	0.629	0.396	0.083	0.643	0.215	0.717	0.956	0.761	0.845	0.466	9.55096	11.8789	2.844	3.67405	1.03102	0.0883153
250	0.658	0.419	0.098	0.661	0.239	0.737	0.936	0.836	0.767	0.501	11.74	11.8651	3.408	3.64584	1.03222	0.0877094
260	0.623	0.388	0.113	0.721	0.154	0.733	0.956	0.814	0.744	0.448	9.08705	11.8855	2.776	3.60664	1.03041	0.0860105
270	0.625	0.426	0.108	0.776	0.187	0.718	0.887	0.872	0.775	0.455	11.7499	11.5162	3.316	3.50038	1.04235	0.104234
280	0.722	0.438	0.072	0.816	0.138	0.754	0.924	0.882	0.859	0.382	12.9297	11.8464	3.948	3.20403	1.03612	0.0962987
290	0.731	0.401	0.058	0.848	0.07	0.721	0.927	0.946	0.837	0.444	13.1432	11.6499	3.932	3.20123	1.03415	0.0949215
300	0.714	0.412	0.058	0.818	0.097	0.661	0.922	0.963	0.816	0.361	10.7824	11.4712	3.288	3.56855	1.03366	0.0944007
310	0.761	0.407	0.03	0.798	0.086	0.688	0.962	0.981	0.848	0.328	11.8278	11.9773	3.556	3.26561	1.04017	0.10251
320	0.755	0.358	0.027	0.757	0.1	0.746	0.963	0.992	0.86	0.363	12.7591	12.3853	3.684	3.13557	1.02911	0.0876674
330	0.762	0.332	0.029	0.774	0.092	0.706	0.943	1.0	0.828	0.363	11.2138	12.3458	3.316	3.14833	1.02834	0.0840684
340	0.774	0.365	0.015	0.826	0.103	0.688	0.922	1.0	0.801	0.432	12.4602	11.6546	3.704	2.92189	1.03497	0.0920816
350	0.848	0.226	0.005	0.831	0.111	0.747	0.929	1.0	0.821	0.459	12.4124	11.5847	3.908	3.02553	1.03023	0.0869748
360	0.932	0.172	0.0	0.796	0.084	0.745	0.941	1.0	0.836	0.487	12.9633	11.3262	3.972	3.08452	1.03316	0.0867325
370	0.926	0.167	0.0	0.873	0.134	0.686	0.941	1.0	0.801	0.435	12.5169	11.5472	3.852	3.03125	1.03535	0.0940778
380	0.885	0.216	0.0	0.954	0.154	0.693	0.971	1.0	0.813	0.443	14.0908	11.6003	4.516	2.82235	1.02379	0.0726945
390	0.867	0.236	0.0	0.95	0.201	0.624	0.95	1.0	0.799	0.469	14.2162	11.462	4.384	3.03033	1.03511	0.0965397
400	0.822	0.254	0.0	0.969	0.207	0.611	0.975	1.0	0.825	0.475	14.1623	11.4915	4.552	3.1348	1.03021	0.0852163
