cycle	pf_1000	pf_3001	pf_5002	pf_7003	pf_9004	pf_11005	pf_13006	pf_15007	pf_17008	pf_19009	z1_mean	z1_sd	a1_mean	a1_sd	fitness_mean	fitness_sd
10	0.496	0.45	0.565	0.514	0.492	0.477	0.56	0.508	0.417	0.485	-0.156476	4.35241	-0.144	4.27455	1.05971	0.019324
20	0.429	0.399	0.629	0.541	0.406	0.464	0.516	0.479	0.371	0.569	-0.798715	4.4104	-0.788	4.30443	1.05901	0.0202768
30	0.419	0.369	0.637	0.541	0.415	0.405	0.592	0.587	0.392	0.65	-0.0208159	4.4955	0.028	4.37785	1.05955	0.0207813
40	0.421	0.368	0.702	0.595	0.443	0.443	0.536	0.59	0.49	0.604	0.898925	4.32407	0.768	4.21494	1.0595	0.0203337
50	0.39	0.261	0.673	0.609	0.466	0.426	0.492	0.601	0.447	0.57	-0.256813	4.70659	-0.26	4.57803	1.05793	0.0210411
60	0.33	0.263	0.623	0.627	0.561	0.436	0.445	0.613	0.491	0.507	-0.487643	4.16649	-0.416	4.09347	1.06076	0.018809
70	0.322	0.254	0.579	0.641	0.561	0.518	0.479	0.646	0.495	0.583	0.346415	4.44257	0.312	4.22781	1.05968	0.020319
80	0.244	0.22	0.618	0.607	0.498	0.56	0.477	0.603	0.407	0.557	-0.922541	4.24159	-0.836	4.13174	1.06014	0.0196969
90	0.186	0.233	0.595	0.661	0.577	0.55	0.405	0.569	0.384	0.59	-1.03937	4.40109	-1.0	4.20992	1.05926	0.0208192
100	0.139	0.197	0.638	0.646	0.561	0.507	0.361	0.626	0.331	0.623	-1.65301	4.34719	-1.484	4.15117	1.05861	0.0214374
110	0.124	0.272	0.67	0.61	0.59	0.626	0.415	0.737	0.436	0.6	0.369958	4.44425	0.32	4.27998	1.05903	0.0194972
120	0.08	0.228	0.618	0.604	0.613	0.651	0.339	0.797	0.393	0.63	-0.259128	3.97528	-0.188	3.79493	1.06251	0.0184079
130	0.037	0.294	0.654	0.659	0.618	0.657	0.303	0.705	0.355	0.64	-0.341898	4.06309	-0.312	3.95955	1.06172	0.0185867
140	0.077	0.207	0.68	0.69	0.606	0.697	0.283	0.77	0.357	0.635	0.0632851	4.05943	0.008	3.81117	1.06163	0.0180093
150	0.046	0.191	0.734	0.688	0.611	0.657	0.296	0.802	0.377	0.659	0.30418	3.70693	0.244	3.61865	1.06389	0.0169695
160	0.055	0.23	0.72	0.673	0.609	0.644	0.324	0.787	0.367	0.7	0.542864	4.00088	0.436	3.78716	1.06197	0.0179487
170	0.062	0.223	0.69	0.599	0.662	0.651	0.366	0.754	0.369	0.701	0.329746	4.2162	0.308	4.05883	1.0609	0.019335
180	0.118	0.153	0.589	0.559	0.725	0.741	0.308	0.762	0.387	0.755	0.468847	3.92942	0.388	3.65022	1.06267	0.0179064
190	0.12	0.159	0.64	0.618	0.629	0.729	0.31	0.83	0.412	0.765	0.943276	3.8409	0.848	3.71328	1.06264	0.0182959
200	0.087	0.125	0.681	0.651	0.556	0.791	0.287	0.871	0.487	0.704	1.10619	4.06395	0.96	3.87666	1.06076	0.0190251
210	0.086	0.131	0.665	0.683	0.537	0.73	0.268	0.867	0.517	0.693	0.733082	4.14449	0.708	3.97017	1.06079	0.0190527
220	0.107	0.098	0.698	0.728	0.606	0.737	0.311	0.882	0.507	0.664	1.46755	3.93853	1.352	3.77473	1.06105	0.0190029
230	0.195	0.096	0.688	0.69	0.686	0.699	0.316	0.882	0.556	0.646	1.98565	4.01756	1.816	3.85485	1.05907	0.0201486
240	0.162	0.167	0.634	0.643	0.689	0.651	0.264	0.83	0.542	0.621	0.873532	3.8669	0.812	3.77374	1.06224	0.0180523
250	0.165	0.152	0.616	0.685	0.574	0.628	0.223	0.828	0.626	0.619	0.465993	4.29566	0.464	4.12149	1.05992	0.0194171
260	0.16	0.13	0.661	0.641	0.525	0.614	0.266	0.869	0.611	0.62	0.418795	3.77695	0.388	3.64583	1.06355	0.0173116
