cycle	pf_1000	pf_3001	pf_5002	pf_7003	pf_9004	pf_11005	pf_13006	pf_15007	pf_17008	pf_19009	z1_mean	z1_sd	a1_mean	a1_sd	fitness_mean	fitness_sd
2	0.507	0.514	0.481	0.508	0.484	0.494	0.491	0.486	0.49	0.474	-0.994422	9.14166	-0.284	4.54672	1.03906	0.0935001
10	0.454	0.492	0.568	0.491	0.508	0.511	0.467	0.518	0.5	0.466	-0.18642	8.84243	-0.1	4.38959	1.04862	0.110423
20	0.566	0.499	0.501	0.521	0.553	0.426	0.54	0.503	0.572	0.441	1.67188	8.95682	0.488	4.44448	1.04652	0.103235
30	0.532	0.623	0.464	0.541	0.49	0.463	0.52	0.595	0.551	0.492	3.47196	8.70538	1.084	4.3274	1.04263	0.103045
40	0.57	0.628	0.399	0.558	0.42	0.492	0.513	0.564	0.533	0.425	1.50259	8.72822	0.408	4.30798	1.04201	0.097119
50	0.527	0.661	0.53	0.501	0.393	0.395	0.579	0.525	0.554	0.453	1.56885	8.9855	0.472	4.4009	1.04984	0.111673
60	0.432	0.775	0.515	0.453	0.465	0.357	0.593	0.589	0.502	0.433	1.42206	8.85027	0.456	4.42076	1.04388	0.101915
70	0.333	0.738	0.586	0.495	0.486	0.348	0.639	0.622	0.426	0.394	0.985327	8.53572	0.268	4.1224	1.04623	0.104053
80	0.324	0.773	0.587	0.497	0.531	0.317	0.575	0.663	0.329	0.334	-1.05706	7.96368	-0.28	4.00421	1.04162	0.0987477
90	0.254	0.743	0.562	0.571	0.58	0.289	0.64	0.681	0.371	0.27	-0.521585	8.26437	-0.156	4.15333	1.04695	0.104489
100	0.34	0.735	0.563	0.539	0.603	0.285	0.638	0.754	0.363	0.249	0.854099	8.86452	0.276	4.31196	1.04989	0.110037
110	0.271	0.741	0.697	0.529	0.567	0.288	0.725	0.766	0.408	0.27	3.71048	7.82941	1.048	3.84959	1.05077	0.110522
120	0.209	0.772	0.675	0.482	0.547	0.272	0.72	0.797	0.465	0.215	2.05433	8.20789	0.616	4.05431	1.0462	0.102794
130	0.168	0.834	0.713	0.49	0.584	0.28	0.757	0.755	0.395	0.172	1.73744	7.62968	0.592	3.83653	1.05376	0.11125
140	0.159	0.848	0.749	0.469	0.506	0.264	0.819	0.697	0.368	0.126	-0.0230461	7.65336	0.02	3.74214	1.04729	0.104608
150	0.138	0.903	0.714	0.42	0.546	0.232	0.795	0.699	0.387	0.11	-0.665193	7.81624	-0.224	3.79191	1.04722	0.108176
160	0.122	0.929	0.776	0.455	0.598	0.189	0.795	0.693	0.341	0.12	0.352576	7.61787	0.072	3.78093	1.05777	0.113878
170	0.078	0.901	0.814	0.452	0.587	0.289	0.762	0.671	0.321	0.139	0.0973244	7.53263	0.056	3.61871	1.05839	0.119952
180	0.048	0.896	0.82	0.46	0.654	0.253	0.77	0.756	0.332	0.148	1.95349	7.59528	0.548	3.67787	1.05043	0.107918
190	0.029	0.913	0.817	0.413	0.681	0.19	0.736	0.781	0.333	0.214	1.42477	6.87366	0.428	3.43751	1.05419	0.1099
200	0.006	0.903	0.794	0.444	0.675	0.116	0.699	0.86	0.315	0.188	-0.0444422	6.9395	0.0	3.37384	1.05442	0.109821
210	0.0	0.89	0.792	0.452	0.725	0.144	0.655	0.893	0.39	0.178	1.74691	6.9111	0.476	3.40538	1.05711	0.116788
220	0.0	0.887	0.818	0.397	0.797	0.166	0.741	0.886	0.363	0.132	2.41349	6.73405	0.748	3.35126	1.05259	0.109971
230	0.0	0.901	0.842	0.347	0.803	0.157	0.694	0.874	0.336	0.106	0.836557	6.84847	0.24	3.37241	1.05615	0.112679
240	0.0	0.927	0.855	0.383	0.844	0.121	0.735	0.891	0.296	0.069	1.88839	6.46763	0.484	3.13199	1.06011	0.118946
250	0.0	0.955	0.85	0.252	0.86	0.071	0.7	0.88	0.363	0.064	-0.287222	6.09177	-0.02	2.94635	1.06187	0.114495
260	0.0	0.922	0.847	0.298	0.893	0.035	0.75	0.914	0.373	0.067	1.16188	6.07609	0.396	2.88927	1.07112	0.126898
270	0.0	0.938	0.782	0.228	0.902	0.032	0.694	0.906	0.264	0.053	-2.47081	6.10676	-0.804	2.95348	1.06209	0.119103
280	0.0	0.949	0.845	0.24	0.914	0.049	0.653	0.887	0.273	0.074	-1.53034	6.25716	-0.464	2.96011	1.05965	0.115274
290	0.0	0.968	0.842	0.196	0.898	0.047	0.734	0.901	0.34	0.067	-0.383246	5.89604	-0.028	2.84947	1.05889	0.115219
300	0.0	0.984	0.83	0.206	0.938	0.036	0.785	0.911	0.414	0.031	2.09369	5.88297	0.54	2.81785	1.06183	0.115491
310	0.0	0.981	0.833	0.203	0.942	0.025	0.824	0.907	0.474	0.023	2.79112	5.44907	0.848	2.64403	1.06962	0.121204
320	0.0	0.996	0.808	0.169	0.94	0.008	0.851	0.905	0.442	0.016	1.63041	5.27561	0.54	2.48531	1.07624	0.128273
330	0.0	0.994	0.81	0.147	0.944	0.017	0.887	0.959	0.346	0.0	1.41589	4.83086	0.416	2.27272	1.0799	0.128929
340	0.0	0.985	0.86	0.07	0.952	0.016	0.905	0.965	0.326	0.0	1.07841	4.57501	0.316	2.10452	1.0877	0.127499
350	0.0	0.995	0.843	0.147	0.974	0.007	0.967	0.978	0.207	0.0	1.38476	4.10301	0.472	1.87837	1.10158	0.139138
360	0.0	0.993	0.838	0.094	0.993	0.007	0.987	0.984	0.157	0.0	0.614201	3.93562	0.212	1.75306	1.09878	0.134302
370	0.0	0.997	0.848	0.044	1.0	0.009	0.996	0.991	0.095	0.0	0.0558611	3.31129	-0.08	1.43028	1.1129	0.143206
380	0.0	1.0	0.918	0.043	1.0	0.015	1.0	1.0	0.088	0.0	0.490428	3.52914	0.256	1.38647	1.12003	0.14513
390	0.0	1.0	0.949	0.02	1.0	0.01	1.0	1.0	0.035	0.0	0.098301	2.78066	0.056	0.88455	1.1466	0.149815
400	0.0	1.0	0.99	0.011	1.0	0.011	1.0	1.0	0.018	0.0	0.352131	2.28743	0.12	0.595238	1.14943	0.143329
410	0.0	1.0	1.0	0.003	1.0	0.003	1.0	1.0	0.021	0.0	0.258718	2.00505	0.108	0.452488	1.16282	0.141535
420	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.004	0.0	0.167318	1.96572	0.016	0.178347	1.168	0.147137
430	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	-0.177176	1.8982	0.0	0.0	1.15746	0.144539
440	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0226983	1.98602	0.0	0.0	1.16591	0.144466
450	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0129025	2.02606	0.0	0.0	1.14751	0.144038
460	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	-0.183923	1.95691	0.0	0.0	1.16077	0.146181
470	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	-0.0339895	1.90437	0.0	0.0	1.16974	0.14918
480	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.254117	1.98179	0.0	0.0	1.16679	0.145844
490	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	-0.0245776	1.94245	0.0	0.0	1.17041	0.150539
500	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	-0.488509	1.84842	0.0	0.0	1.1466	0.145016
510	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	-0.0597126	1.94546	0.0	0.0	1.16204	0.14593
520	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0375419	1.90198	0.0	0.0	1.17548	0.14767
530	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0686332	1.97492	0.0	0.0	1.16763	0.148976
540	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	-0.131321	1.90126	0.0	0.0	1.16457	0.14695
550	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.114348	1.98156	0.0	0.0	1.16191	0.145013
560	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	-0.0876577	1.88302	0.0	0.0	1.16749	0.14725
570	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	-0.11059	2.01848	0.0	0.0	1.15991	0.14815
580	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0160766	2.05462	0.0	0.0	1.16712	0.150399
590	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.00123842	1.95384	0.0	0.0	1.16129	0.147761
600	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.003	0.136018	1.94617	0.012	0.154609	1.1714	0.146943
610	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.006	0.144132	2.01417	0.024	0.217989	1.16195	0.143426
620	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.003	0.279567	1.89352	0.012	0.154609	1.17402	0.146908
630	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	-0.0608144	1.89874	0.0	0.0	1.16328	0.147259
640	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0332679	1.90676	0.0	0.0	1.16621	0.1462
650	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	-0.169237	1.87051	0.0	0.0	1.1541	0.144398
660	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	-0.218744	2.05778	0.0	0.0	1.15393	0.144842
670	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.153055	2.04046	0.0	0.0	1.16561	0.147419
680	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	-0.122193	2.02929	0.0	0.0	1.15437	0.143868
690	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	-0.0969549	1.97294	0.0	0.0	1.16348	0.149465
700	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0375857	2.01036	0.0	0.0	1.15348	0.144657
710	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0581946	2.03659	0.0	0.0	1.16627	0.14481
720	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	-0.0995489	1.88605	0.0	0.0	1.15864	0.146371
730	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	-0.0787799	1.94302	0.0	0.0	1.16714	0.146466
740	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	-0.0736188	1.94238	0.0	0.0	1.17094	0.148118
750	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	-0.172564	1.90808	0.0	0.0	1.16274	0.150007
760	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	-0.237637	1.88426	0.0	0.0	1.15456	0.143454
770	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	-0.265185	1.98287	0.0	0.0	1.14831	0.148546
780	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0313329	1.98948	0.0	0.0	1.16137	0.144728
790	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	-0.174706	2.03956	0.0	0.0	1.15043	0.144984
