cycle	pf_1000	pf_3001	pf_5002	pf_7003	pf_9004	pf_11005	pf_13006	pf_15007	pf_17008	pf_19009	z1_mean	z1_sd	a1_mean	a1_sd	fitness_mean	fitness_sd
2	0.498	0.5	0.515	0.484	0.49	0.51	0.486	0.486	0.489	0.508	-0.941626	12.6496	-0.136	4.22388	1.02185	0.0753886
10	0.543	0.48	0.541	0.526	0.46	0.576	0.507	0.532	0.455	0.48	1.19543	12.5184	0.4	4.24878	1.0236	0.0794676
20	0.538	0.538	0.48	0.522	0.452	0.554	0.496	0.54	0.401	0.475	-0.864166	12.1386	-0.016	4.18027	1.02455	0.0784497
30	0.535	0.599	0.47	0.559	0.521	0.576	0.527	0.583	0.372	0.41	1.71738	12.7654	0.608	4.3308	1.02436	0.0800152
40	0.547	0.667	0.494	0.643	0.502	0.56	0.599	0.518	0.384	0.449	5.26769	12.8507	1.452	4.32309	1.0276	0.0846231
50	0.565	0.624	0.548	0.752	0.453	0.546	0.675	0.528	0.312	0.446	4.2877	12.7269	1.796	3.82566	1.02924	0.0881408
60	0.598	0.605	0.574	0.694	0.429	0.553	0.706	0.677	0.313	0.45	8.85142	13.2342	2.396	4.42384	1.0304	0.0879588
70	0.682	0.639	0.573	0.632	0.362	0.573	0.718	0.678	0.375	0.359	7.65575	12.2334	2.364	4.14413	1.03132	0.0874675
80	0.668	0.668	0.607	0.552	0.358	0.523	0.764	0.801	0.357	0.421	10.3974	12.5267	2.876	4.29669	1.03324	0.0928994
90	0.662	0.756	0.535	0.639	0.32	0.573	0.777	0.75	0.364	0.414	11.1195	12.5943	3.16	4.13189	1.0386	0.0975441
100	0.638	0.806	0.515	0.664	0.326	0.592	0.763	0.775	0.311	0.341	8.68658	13.0381	2.924	4.16713	1.03455	0.0953548
110	0.673	0.81	0.498	0.586	0.345	0.521	0.828	0.8	0.238	0.399	9.14603	12.641	2.792	4.19523	1.03226	0.0897409
120	0.679	0.808	0.583	0.687	0.264	0.444	0.825	0.79	0.232	0.265	7.09076	13.0546	2.308	4.16988	1.03186	0.0921153
130	0.599	0.784	0.482	0.711	0.204	0.503	0.874	0.797	0.225	0.228	4.91527	12.4002	1.628	4.0495	1.02486	0.0789548
140	0.552	0.776	0.486	0.702	0.192	0.424	0.846	0.811	0.242	0.209	2.61147	12.4394	0.96	3.9096	1.02642	0.0813797
150	0.491	0.789	0.453	0.692	0.197	0.407	0.893	0.832	0.261	0.225	2.9114	12.5126	0.96	4.0148	1.02608	0.0831243
160	0.484	0.763	0.477	0.662	0.244	0.495	0.898	0.817	0.314	0.218	4.60535	12.304	1.488	3.68198	1.02944	0.0902789
170	0.441	0.806	0.503	0.79	0.328	0.54	0.925	0.864	0.321	0.193	8.69156	11.5072	2.844	3.74108	1.0304	0.0862092
180	0.465	0.776	0.515	0.786	0.351	0.427	0.908	0.881	0.235	0.196	7.10383	12.654	2.16	3.79938	1.03015	0.0831635
