cycle	pf_1000	pf_3001	pf_5002	pf_7003	pf_9004	pf_11005	pf_13006	pf_15007	pf_17008	pf_19009	z1_mean	z1_sd	a1_mean	a1_sd	fitness_mean	fitness_sd
2	0.491	0.501	0.497	0.52	0.509	0.499	0.512	0.507	0.521	0.504	0.822344	8.72595	0.244	4.36378	1.03997	0.0977631
10	0.418	0.482	0.538	0.438	0.564	0.482	0.479	0.456	0.505	0.499	-1.91209	8.93092	-0.556	4.51083	1.04734	0.108779
20	0.496	0.577	0.55	0.437	0.56	0.453	0.438	0.488	0.49	0.528	0.287883	8.4695	0.068	4.22458	1.04265	0.102029
30	0.498	0.603	0.46	0.45	0.621	0.438	0.492	0.541	0.508	0.561	2.31001	9.03209	0.688	4.52898	1.04525	0.107181
40	0.517	0.605	0.386	0.461	0.606	0.371	0.532	0.619	0.465	0.507	0.946026	8.85602	0.276	4.46898	1.04177	0.0974208
50	0.405	0.663	0.367	0.399	0.575	0.421	0.509	0.652	0.441	0.535	-0.447437	9.05209	-0.132	4.45402	1.04112	0.0984988
60	0.418	0.668	0.347	0.388	0.544	0.421	0.594	0.719	0.461	0.518	0.978971	8.82763	0.312	4.35483	1.04341	0.100689
70	0.51	0.747	0.348	0.283	0.545	0.405	0.635	0.649	0.531	0.562	2.96576	8.69382	0.86	4.38667	1.03724	0.0909924
80	0.567	0.708	0.385	0.288	0.452	0.395	0.618	0.572	0.508	0.549	0.548092	8.70217	0.168	4.236	1.03939	0.095178
90	0.576	0.687	0.338	0.236	0.447	0.394	0.725	0.577	0.403	0.593	-0.386812	8.19995	-0.096	4.01086	1.05055	0.108681
100	0.57	0.638	0.329	0.337	0.534	0.329	0.742	0.58	0.312	0.563	-0.841355	8.69631	-0.264	4.1892	1.04344	0.0989378
110	0.683	0.702	0.323	0.315	0.469	0.411	0.682	0.544	0.318	0.586	0.348877	8.8128	0.132	4.38875	1.04214	0.0978972
120	0.707	0.688	0.302	0.33	0.452	0.273	0.689	0.618	0.312	0.648	0.376959	8.04688	0.076	4.06784	1.04845	0.105739
130	0.738	0.764	0.311	0.328	0.528	0.321	0.677	0.629	0.296	0.669	3.4071	8.22414	1.044	4.0446	1.04313	0.100233
140	0.721	0.71	0.308	0.333	0.493	0.314	0.665	0.697	0.246	0.671	1.99373	8.45513	0.632	4.13022	1.05169	0.110109
150	0.736	0.732	0.286	0.386	0.506	0.275	0.628	0.748	0.231	0.672	2.82357	8.27303	0.8	4.12238	1.04545	0.106589
160	0.724	0.688	0.282	0.317	0.518	0.336	0.611	0.655	0.191	0.734	0.808623	8.18088	0.224	4.07911	1.04627	0.101517
170	0.733	0.681	0.324	0.332	0.488	0.403	0.581	0.626	0.134	0.704	-0.0301575	8.27206	0.024	4.09499	1.05512	0.115115
180	0.773	0.629	0.299	0.404	0.437	0.405	0.557	0.643	0.13	0.79	0.940646	7.91863	0.268	3.89853	1.05341	0.114149
190	0.799	0.601	0.249	0.406	0.482	0.408	0.637	0.711	0.143	0.809	3.3295	7.80925	0.98	3.79743	1.04677	0.103371
200	0.784	0.572	0.201	0.367	0.395	0.411	0.591	0.729	0.132	0.862	0.51094	7.37207	0.176	3.64577	1.05839	0.117968
210	0.846	0.583	0.182	0.423	0.353	0.388	0.554	0.717	0.081	0.82	-0.678874	7.72042	-0.212	3.72543	1.04531	0.101958
220	0.859	0.504	0.165	0.498	0.307	0.524	0.512	0.792	0.133	0.83	1.48147	7.7747	0.496	3.77657	1.05847	0.117009
230	0.881	0.453	0.184	0.469	0.296	0.517	0.491	0.775	0.186	0.902	2.16801	7.92616	0.616	3.90321	1.04562	0.101366
240	0.839	0.478	0.263	0.481	0.238	0.466	0.536	0.791	0.088	0.876	0.828537	7.39273	0.224	3.68252	1.04657	0.100714
