cycle	pf_1000	pf_3001	pf_5002	pf_7003	pf_9004	pf_11005	pf_13006	pf_15007	pf_17008	pf_19009	z1_mean	z1_sd	a1_mean	a1_sd	fitness_mean	fitness_sd
10	0.423	0.458	0.524	0.534	0.577	0.464	0.449	0.51	0.553	0.499	-0.0448521	4.47929	-0.036	4.31694	1.05867	0.0194012
20	0.465	0.415	0.604	0.516	0.568	0.477	0.432	0.484	0.459	0.472	-0.496559	4.57437	-0.432	4.39591	1.05893	0.0206221
30	0.551	0.45	0.621	0.529	0.557	0.429	0.378	0.534	0.466	0.474	-0.0878585	4.41814	-0.044	4.27769	1.05982	0.0204564
40	0.548	0.394	0.504	0.59	0.68	0.482	0.417	0.586	0.463	0.497	0.653952	4.27327	0.644	4.11572	1.06124	0.0200647
50	0.595	0.438	0.535	0.571	0.706	0.42	0.408	0.595	0.462	0.475	1.00371	4.48272	0.82	4.36689	1.05875	0.0205474
60	0.518	0.444	0.493	0.584	0.769	0.317	0.336	0.497	0.544	0.428	-0.313235	4.16301	-0.28	4.02617	1.06161	0.019784
70	0.513	0.453	0.477	0.593	0.762	0.326	0.295	0.472	0.52	0.422	-0.777629	4.36385	-0.668	4.22723	1.05902	0.0197528
80	0.553	0.443	0.431	0.645	0.76	0.332	0.234	0.481	0.509	0.423	-0.791504	4.54165	-0.756	4.39124	1.05773	0.0204046
90	0.583	0.474	0.412	0.649	0.833	0.307	0.257	0.505	0.474	0.452	-0.213711	4.22544	-0.216	4.08739	1.06066	0.0193288
100	0.482	0.405	0.368	0.697	0.851	0.355	0.263	0.485	0.451	0.439	-0.996343	4.26807	-0.816	4.07816	1.05942	0.0197159
110	0.542	0.362	0.396	0.691	0.882	0.311	0.263	0.458	0.386	0.443	-1.19989	4.27892	-1.064	4.05621	1.05964	0.0201018
120	0.617	0.393	0.385	0.712	0.878	0.311	0.303	0.402	0.374	0.559	-0.311967	4.39843	-0.264	4.24055	1.05985	0.0199127
130	0.6	0.334	0.394	0.682	0.924	0.337	0.305	0.405	0.373	0.592	-0.202314	4.50444	-0.216	4.3126	1.0598	0.0207099
140	0.558	0.32	0.393	0.677	0.87	0.28	0.276	0.442	0.434	0.6	-0.61511	4.12688	-0.6	4.02895	1.06126	0.0192293
150	0.547	0.329	0.389	0.741	0.856	0.306	0.297	0.426	0.392	0.622	-0.348399	4.21824	-0.38	4.05271	1.06102	0.0197807
160	0.532	0.327	0.439	0.79	0.881	0.259	0.336	0.453	0.335	0.701	0.184347	4.3592	0.212	4.14698	1.06017	0.0198271
170	0.507	0.309	0.479	0.805	0.896	0.28	0.265	0.451	0.337	0.725	0.240344	4.03195	0.216	3.81975	1.06198	0.018396
180	0.561	0.295	0.547	0.8	0.937	0.253	0.241	0.506	0.292	0.77	0.95288	4.15985	0.808	4.02835	1.06076	0.0194112
190	0.558	0.299	0.587	0.768	0.966	0.289	0.282	0.458	0.309	0.76	1.1968	4.37116	1.104	4.26915	1.05846	0.0200678
200	0.542	0.301	0.585	0.815	0.988	0.22	0.232	0.44	0.244	0.802	0.790197	3.96996	0.676	3.82574	1.06163	0.0185012
210	0.523	0.287	0.565	0.871	0.979	0.228	0.195	0.385	0.226	0.807	0.356108	3.9238	0.264	3.69291	1.06254	0.0178074
220	0.56	0.223	0.594	0.884	0.99	0.263	0.146	0.363	0.257	0.85	0.637217	3.75948	0.52	3.57928	1.06359	0.0176094
230	0.525	0.292	0.48	0.876	0.996	0.333	0.165	0.406	0.308	0.832	0.991855	3.95976	0.852	3.80303	1.06205	0.0187542
240	0.573	0.224	0.419	0.877	0.995	0.364	0.179	0.425	0.309	0.853	1.02721	3.73096	0.872	3.59799	1.063	0.0178237
250	0.653	0.221	0.419	0.918	1.0	0.353	0.18	0.397	0.311	0.897	1.45064	3.95291	1.396	3.72114	1.06049	0.0189243
260	0.646	0.135	0.463	0.923	1.0	0.351	0.143	0.415	0.22	0.953	1.11657	3.74083	0.996	3.53737	1.0624	0.0174823
270	0.577	0.183	0.495	0.949	1.0	0.373	0.087	0.4	0.153	0.957	0.811503	3.76109	0.696	3.54467	1.06356	0.0178649
280	0.555	0.172	0.552	0.964	1.0	0.363	0.056	0.364	0.139	0.974	0.596574	3.36591	0.556	3.20865	1.06591	0.0155175
290	0.563	0.201	0.533	0.969	1.0	0.358	0.055	0.399	0.187	0.963	0.980727	3.5625	0.912	3.40462	1.06429	0.017036
300	0.597	0.199	0.521	0.967	1.0	0.344	0.071	0.389	0.181	0.978	1.15027	3.75139	0.988	3.57119	1.06303	0.0180872
310	0.62	0.17	0.515	0.99	1.0	0.326	0.039	0.37	0.196	0.979	0.975205	3.38736	0.82	3.20439	1.0654	0.0164114
320	0.576	0.184	0.515	0.99	1.0	0.302	0.036	0.309	0.212	0.986	0.483426	3.37785	0.44	3.21045	1.06602	0.0157554
330	0.601	0.145	0.5	0.999	1.0	0.294	0.015	0.204	0.264	0.997	0.128122	3.31624	0.076	3.10959	1.06673	0.0150032
340	0.62	0.183	0.51	1.0	0.999	0.35	0.014	0.2	0.247	1.0	0.439423	3.29093	0.492	3.11019	1.06668	0.0153997
350	0.673	0.138	0.465	1.0	1.0	0.337	0.031	0.17	0.224	1.0	0.205118	3.28242	0.152	3.13377	1.06674	0.0148445
360	0.668	0.159	0.481	1.0	1.0	0.311	0.012	0.185	0.105	1.0	-0.346438	3.11558	-0.316	2.92391	1.06772	0.0142442
