cycle	pf_1000	pf_3001	pf_5002	pf_7003	pf_9004	pf_11005	pf_13006	pf_15007	pf_17008	pf_19009	z1_mean	z1_sd	a1_mean	a1_sd	fitness_mean	fitness_sd
10	0.505	0.486	0.455	0.427	0.457	0.485	0.639	0.437	0.495	0.59	-0.0583542	9.20384	-0.096	4.41608	1.0396	0.029824
20	0.476	0.575	0.49	0.356	0.542	0.541	0.645	0.458	0.492	0.54	1.6536	9.62341	0.46	4.69046	1.0353	0.0289026
30	0.494	0.586	0.536	0.373	0.559	0.472	0.623	0.469	0.483	0.62	3.06606	9.08949	0.86	4.58328	1.03571	0.0290296
40	0.548	0.516	0.621	0.398	0.499	0.536	0.647	0.508	0.504	0.567	4.42649	9.36096	1.376	4.51879	1.03613	0.0289437
50	0.491	0.477	0.589	0.397	0.365	0.506	0.686	0.623	0.418	0.526	0.866231	8.5857	0.312	4.18781	1.03742	0.0272758
60	0.492	0.449	0.558	0.362	0.35	0.523	0.682	0.609	0.508	0.523	0.873251	9.55382	0.224	4.64165	1.03764	0.0292648
70	0.517	0.454	0.553	0.321	0.373	0.566	0.687	0.545	0.593	0.447	0.904908	9.14317	0.224	4.47816	1.03841	0.0286633
80	0.58	0.482	0.548	0.283	0.365	0.627	0.703	0.549	0.507	0.366	0.405582	9.05377	0.04	4.36584	1.03896	0.0287427
90	0.562	0.515	0.564	0.248	0.311	0.551	0.764	0.562	0.429	0.42	-0.795855	8.10154	-0.296	4.04885	1.04212	0.0277674
100	0.574	0.592	0.574	0.276	0.319	0.552	0.751	0.636	0.381	0.384	0.428116	9.03099	0.156	4.43339	1.03854	0.0296223
110	0.582	0.575	0.528	0.294	0.42	0.613	0.686	0.593	0.323	0.358	-0.470796	8.41816	-0.112	4.0798	1.04115	0.0282337
120	0.592	0.588	0.528	0.311	0.415	0.566	0.716	0.599	0.39	0.311	0.409044	8.62226	0.064	4.25018	1.03899	0.0280905
130	0.593	0.581	0.445	0.31	0.408	0.51	0.712	0.574	0.475	0.29	-1.48357	8.93083	-0.408	4.21581	1.0402	0.0286486
140	0.557	0.586	0.433	0.257	0.351	0.499	0.766	0.618	0.537	0.288	-1.31351	8.70663	-0.432	4.2324	1.03957	0.0288974
150	0.545	0.546	0.338	0.294	0.275	0.457	0.778	0.542	0.534	0.328	-4.83615	8.6644	-1.452	4.20465	1.03438	0.0290086
160	0.56	0.566	0.316	0.267	0.264	0.543	0.685	0.561	0.55	0.314	-5.04134	8.86592	-1.496	4.38822	1.03511	0.0292956
170	0.568	0.561	0.348	0.305	0.242	0.604	0.689	0.638	0.601	0.31	-1.78838	9.3835	-0.536	4.57061	1.03756	0.0285877
180	0.505	0.55	0.337	0.327	0.256	0.569	0.701	0.721	0.552	0.324	-1.84017	8.72613	-0.632	4.19569	1.03769	0.0286124
190	0.458	0.569	0.363	0.267	0.252	0.649	0.695	0.713	0.599	0.352	-1.15952	8.30877	-0.332	4.0668	1.04036	0.0286322
200	0.37	0.531	0.379	0.209	0.229	0.573	0.768	0.718	0.653	0.337	-3.14126	8.72511	-0.932	4.23595	1.0375	0.0289199
210	0.355	0.54	0.436	0.184	0.265	0.573	0.802	0.776	0.622	0.363	-1.0836	8.35448	-0.336	4.02187	1.03936	0.028479
220	0.459	0.611	0.423	0.196	0.29	0.587	0.762	0.832	0.612	0.454	2.80856	8.59493	0.904	4.06347	1.03901	0.0295081
230	0.426	0.654	0.363	0.185	0.307	0.616	0.775	0.832	0.598	0.42	2.37671	7.8674	0.704	3.90267	1.04019	0.0278408
240	0.308	0.691	0.322	0.222	0.412	0.641	0.782	0.807	0.6	0.386	2.10616	8.26443	0.684	4.06413	1.04008	0.028438
250	0.319	0.714	0.246	0.151	0.403	0.725	0.781	0.813	0.622	0.405	2.32993	8.28629	0.716	4.03881	1.04096	0.028746
260	0.272	0.749	0.206	0.135	0.366	0.738	0.745	0.771	0.614	0.414	-0.0138358	8.05933	0.04	3.81096	1.04162	0.0282939
270	0.329	0.699	0.189	0.132	0.332	0.769	0.662	0.742	0.572	0.386	-2.60464	8.11238	-0.752	3.91422	1.04061	0.0288776
280	0.297	0.725	0.165	0.156	0.369	0.827	0.635	0.717	0.609	0.403	-1.71039	7.42578	-0.388	3.68519	1.04292	0.0276507
290	0.36	0.768	0.134	0.155	0.415	0.848	0.652	0.689	0.641	0.521	2.41769	7.82137	0.732	3.78164	1.04145	0.0281421
300	0.415	0.819	0.133	0.113	0.357	0.879	0.692	0.712	0.633	0.59	4.60096	7.10584	1.372	3.44636	1.04102	0.0286894
310	0.373	0.877	0.136	0.128	0.284	0.869	0.637	0.724	0.599	0.624	3.21562	7.44468	1.004	3.60916	1.04234	0.0282805
320	0.399	0.856	0.114	0.126	0.323	0.833	0.508	0.703	0.601	0.594	0.716358	7.65696	0.228	3.78003	1.04301	0.0270992
330	0.391	0.795	0.133	0.112	0.255	0.826	0.459	0.751	0.589	0.534	-2.14943	7.95704	-0.62	3.80375	1.04191	0.0289592
340	0.382	0.818	0.137	0.123	0.22	0.842	0.497	0.719	0.568	0.586	-1.40997	7.96433	-0.432	3.78021	1.04106	0.027547
350	0.492	0.887	0.126	0.116	0.283	0.875	0.446	0.746	0.504	0.542	0.178753	7.6773	0.068	3.65268	1.0432	0.0276109
360	0.536	0.894	0.122	0.102	0.246	0.891	0.472	0.794	0.552	0.514	1.93024	7.63856	0.492	3.59329	1.04412	0.0285244
370	0.544	0.835	0.115	0.1	0.25	0.893	0.528	0.746	0.521	0.551	1.35107	8.15717	0.332	3.87709	1.042	0.0283317
380	0.521	0.815	0.137	0.13	0.278	0.835	0.53	0.749	0.507	0.566	0.703886	7.65269	0.272	3.7226	1.04269	0.0275371
390	0.449	0.877	0.186	0.116	0.26	0.888	0.54	0.762	0.409	0.559	0.563253	7.94013	0.184	3.81724	1.04311	0.0277647
400	0.426	0.879	0.132	0.116	0.266	0.933	0.514	0.747	0.497	0.598	1.36084	7.46831	0.432	3.57308	1.04473	0.0280609
410	0.315	0.829	0.091	0.117	0.181	0.944	0.539	0.775	0.578	0.567	-0.84848	7.19136	-0.256	3.53149	1.04561	0.0277026
420	0.35	0.903	0.123	0.111	0.144	0.894	0.614	0.693	0.622	0.525	-0.47746	7.55022	-0.084	3.62149	1.04456	0.0280732
430	0.308	0.913	0.102	0.089	0.146	0.861	0.593	0.684	0.703	0.474	-1.77182	7.67353	-0.508	3.65083	1.04316	0.0278609
440	0.291	0.93	0.111	0.115	0.154	0.891	0.629	0.634	0.715	0.502	-0.332911	7.37442	-0.112	3.475	1.04356	0.0274951
450	0.337	0.859	0.106	0.084	0.161	0.898	0.617	0.667	0.714	0.45	-0.975545	7.26019	-0.428	3.50905	1.04587	0.0272975
460	0.342	0.827	0.102	0.082	0.12	0.922	0.586	0.627	0.724	0.493	-2.24712	7.43387	-0.7	3.58772	1.04348	0.0280325
