cycle	pf_1000	pf_3001	pf_5002	pf_7003	pf_9004	pf_11005	pf_13006	pf_15007	pf_17008	pf_19009	z1_mean	z1_sd	a1_mean	a1_sd	fitness_mean	fitness_sd
2	0.505	0.486	0.5	0.457	0.502	0.505	0.49	0.51	0.52	0.503	-2.15172	12.9695	-0.088	4.3688	1.02424	0.0766484
10	0.545	0.455	0.511	0.506	0.488	0.523	0.443	0.523	0.579	0.415	-0.100134	13.1149	-0.048	4.4096	1.03068	0.0922334
20	0.478	0.423	0.471	0.402	0.546	0.506	0.401	0.569	0.583	0.366	-3.61769	13.4937	-1.02	4.45413	1.01693	0.0644221
30	0.45	0.322	0.471	0.447	0.568	0.555	0.407	0.599	0.559	0.349	-3.26311	12.7929	-1.092	4.23739	1.01447	0.0584894
40	0.394	0.337	0.484	0.367	0.555	0.564	0.43	0.526	0.539	0.408	-5.04962	12.6948	-1.584	4.34243	1.01984	0.0714625
50	0.364	0.348	0.517	0.389	0.621	0.574	0.38	0.551	0.539	0.462	-3.54509	12.2428	-1.02	4.3003	1.0185	0.0690192
60	0.341	0.288	0.519	0.434	0.593	0.632	0.35	0.636	0.564	0.474	-2.75166	13.6598	-0.676	4.60711	1.01934	0.0744074
70	0.308	0.261	0.521	0.454	0.602	0.612	0.346	0.592	0.588	0.483	-3.79006	13.1366	-0.932	4.03037	1.01917	0.0732455
80	0.314	0.282	0.554	0.446	0.652	0.596	0.46	0.575	0.642	0.433	-0.032696	13.2379	-0.184	4.25421	1.02087	0.0708788
90	0.295	0.298	0.609	0.497	0.611	0.596	0.525	0.589	0.677	0.466	1.88963	12.9717	0.652	4.28247	1.02777	0.0888204
100	0.3	0.253	0.666	0.591	0.61	0.591	0.536	0.64	0.714	0.435	4.00199	12.4908	1.344	4.04207	1.02894	0.0868816
110	0.184	0.319	0.703	0.492	0.631	0.622	0.549	0.664	0.695	0.426	2.40074	13.2287	1.14	4.13844	1.02906	0.0855728
120	0.163	0.362	0.738	0.525	0.587	0.597	0.549	0.588	0.658	0.465	1.85318	12.7917	0.928	4.15564	1.02636	0.0809005
130	0.197	0.353	0.754	0.548	0.593	0.603	0.595	0.542	0.643	0.551	6.79779	13.3075	1.516	4.09674	1.03007	0.08721
140	0.139	0.367	0.758	0.563	0.635	0.603	0.566	0.536	0.608	0.645	6.05792	12.4892	1.68	4.18146	1.0316	0.0906913
150	0.127	0.344	0.774	0.486	0.631	0.647	0.599	0.617	0.646	0.636	7.78908	11.9861	2.028	4.14458	1.03211	0.0899713
160	0.198	0.342	0.743	0.442	0.623	0.715	0.589	0.693	0.613	0.614	7.0327	13.4275	2.288	4.23899	1.02752	0.0862619
170	0.169	0.388	0.817	0.379	0.599	0.729	0.603	0.754	0.665	0.596	10.8241	13.0153	2.796	4.41513	1.02518	0.0794255
180	0.14	0.362	0.874	0.427	0.539	0.787	0.496	0.809	0.709	0.607	9.38597	12.3992	3.0	3.96073	1.02573	0.0801146
190	0.134	0.259	0.885	0.501	0.489	0.798	0.507	0.806	0.721	0.57	9.94729	12.8992	2.68	3.93148	1.02313	0.0733499
200	0.098	0.312	0.804	0.56	0.569	0.834	0.509	0.788	0.746	0.548	9.72814	12.2513	3.072	3.82833	1.03014	0.0873219
210	0.102	0.26	0.826	0.663	0.539	0.846	0.573	0.777	0.81	0.471	11.8206	12.444	3.468	3.90018	1.03938	0.100457
220	0.13	0.294	0.875	0.681	0.516	0.87	0.541	0.788	0.826	0.444	12.1638	11.5339	3.86	3.53233	1.03259	0.0896057
230	0.131	0.294	0.873	0.673	0.563	0.807	0.566	0.845	0.86	0.501	14.5302	11.9644	4.452	3.50375	1.0213	0.070949
240	0.133	0.258	0.816	0.76	0.515	0.816	0.56	0.82	0.846	0.527	14.9617	12.2728	4.204	3.59001	1.02823	0.0822526
250	0.104	0.19	0.782	0.782	0.542	0.777	0.533	0.883	0.848	0.463	12.6584	11.3147	3.616	3.58975	1.0382	0.099561
260	0.085	0.202	0.803	0.728	0.519	0.748	0.587	0.877	0.913	0.537	13.251	12.1025	3.996	3.67301	1.03254	0.087912
