cycle	pf_1000	pf_3001	pf_5002	pf_7003	pf_9004	pf_11005	pf_13006	pf_15007	pf_17008	pf_19009	z1_mean	z1_sd	a1_mean	a1_sd	fitness_mean	fitness_sd
2	0.512	0.51	0.501	0.51	0.518	0.515	0.506	0.491	0.527	0.497	1.41225	12.9041	0.348	4.53166	1.02396	0.079158
10	0.553	0.504	0.494	0.435	0.538	0.572	0.527	0.54	0.502	0.458	2.07624	13.4881	0.492	4.37587	1.02373	0.0812839
20	0.607	0.485	0.469	0.439	0.611	0.543	0.58	0.509	0.541	0.497	4.77241	12.6989	1.124	4.45425	1.03081	0.0865903
30	0.57	0.391	0.492	0.477	0.57	0.548	0.62	0.435	0.504	0.429	0.993824	13.2956	0.144	4.40569	1.02664	0.0837293
40	0.677	0.43	0.486	0.518	0.532	0.508	0.541	0.43	0.485	0.426	1.02863	13.1408	0.132	4.55016	1.02255	0.0764314
50	0.663	0.49	0.522	0.458	0.624	0.476	0.631	0.503	0.562	0.505	6.68873	12.8169	1.736	4.50454	1.03463	0.0953811
60	0.744	0.587	0.587	0.446	0.608	0.456	0.641	0.459	0.529	0.507	9.26372	13.1076	2.256	4.31413	1.03097	0.087082
70	0.675	0.592	0.638	0.348	0.593	0.466	0.579	0.482	0.559	0.433	5.65402	13.832	1.46	4.48962	1.0277	0.0862987
80	0.688	0.651	0.635	0.43	0.584	0.381	0.525	0.556	0.589	0.409	4.66647	12.8665	1.792	4.25499	1.03286	0.0936091
90	0.702	0.615	0.698	0.43	0.59	0.471	0.514	0.558	0.599	0.353	6.53268	12.6915	2.12	4.46963	1.02751	0.082856
100	0.679	0.517	0.697	0.415	0.582	0.451	0.475	0.542	0.58	0.303	3.4733	13.129	0.964	4.51658	1.022	0.0752999
110	0.737	0.502	0.772	0.406	0.633	0.475	0.517	0.467	0.624	0.364	6.8042	12.9343	1.988	4.45776	1.03338	0.0941612
120	0.785	0.552	0.746	0.518	0.642	0.55	0.484	0.467	0.641	0.278	7.84692	13.0273	2.652	4.23353	1.0387	0.0998382
130	0.767	0.612	0.695	0.561	0.627	0.563	0.395	0.511	0.653	0.32	8.91905	12.1947	2.816	4.02275	1.03488	0.0929853
140	0.752	0.639	0.747	0.62	0.69	0.554	0.355	0.493	0.684	0.228	9.94323	12.545	3.048	4.16947	1.03292	0.0927346
150	0.791	0.562	0.741	0.623	0.649	0.526	0.403	0.442	0.73	0.21	8.47109	12.1066	2.708	3.91528	1.03355	0.0924593
160	0.764	0.612	0.788	0.734	0.698	0.591	0.43	0.384	0.75	0.248	12.8915	11.8074	3.996	3.82063	1.02559	0.0825895
170	0.724	0.638	0.746	0.772	0.741	0.571	0.47	0.365	0.81	0.248	14.8506	12.5574	4.34	3.95825	1.03059	0.0878651
180	0.679	0.61	0.714	0.718	0.776	0.477	0.501	0.304	0.863	0.305	12.8079	11.8694	3.788	3.96112	1.0335	0.0896148
190	0.765	0.646	0.772	0.683	0.781	0.454	0.591	0.268	0.886	0.257	14.8412	12.3389	4.412	3.98774	1.02966	0.0880268
200	0.839	0.67	0.727	0.678	0.772	0.52	0.587	0.262	0.879	0.192	15.6399	12.6297	4.504	3.83659	1.02906	0.0842598
210	0.745	0.668	0.722	0.645	0.823	0.531	0.568	0.233	0.897	0.181	12.926	12.1762	4.052	3.94213	1.02292	0.0766274
220	0.844	0.753	0.801	0.664	0.879	0.456	0.643	0.213	0.876	0.189	17.2488	11.9446	5.272	3.79405	1.02893	0.0868914
230	0.875	0.728	0.814	0.635	0.83	0.394	0.694	0.164	0.87	0.142	16.1568	12.2495	4.584	3.79153	1.02725	0.083745
240	0.884	0.71	0.852	0.607	0.822	0.389	0.754	0.108	0.857	0.188	15.6695	12.6183	4.684	3.68338	1.02659	0.079701
250	0.904	0.618	0.864	0.558	0.84	0.295	0.717	0.067	0.86	0.247	13.9364	12.2731	3.88	3.77546	1.03779	0.0988472
260	0.907	0.566	0.836	0.598	0.857	0.269	0.729	0.059	0.877	0.221	12.2432	11.7825	3.676	3.5429	1.0325	0.0906384
270	0.899	0.502	0.767	0.52	0.852	0.341	0.734	0.057	0.914	0.181	9.7893	12.1908	3.068	3.67674	1.04342	0.104918
280	0.899	0.497	0.731	0.573	0.858	0.412	0.738	0.064	0.869	0.188	11.3654	12.036	3.316	3.57066	1.03145	0.0897098
290	0.95	0.459	0.785	0.616	0.832	0.384	0.73	0.031	0.864	0.233	12.1225	12.0927	3.536	3.44797	1.03355	0.094241
300	0.935	0.449	0.703	0.629	0.837	0.401	0.674	0.041	0.87	0.182	10.063	12.3024	2.884	3.54	1.03894	0.101
310	0.92	0.429	0.761	0.557	0.804	0.385	0.686	0.019	0.82	0.179	8.07195	12.065	2.24	3.64431	1.03682	0.0954543
320	0.92	0.416	0.817	0.604	0.827	0.412	0.703	0.017	0.813	0.193	10.1856	11.6861	2.888	3.5582	1.03579	0.0949774
330	0.864	0.42	0.785	0.677	0.797	0.354	0.69	0.024	0.862	0.16	8.49723	12.3526	2.532	3.6496	1.02894	0.0874614
340	0.913	0.506	0.771	0.669	0.817	0.408	0.758	0.033	0.895	0.127	11.1539	12.2354	3.588	3.65856	1.03492	0.0921715
350	0.89	0.536	0.84	0.679	0.888	0.321	0.785	0.03	0.894	0.157	13.3722	10.9332	4.08	3.40364	1.0279	0.0807165
360	0.882	0.523	0.834	0.638	0.92	0.298	0.777	0.04	0.938	0.173	13.2845	12.1546	4.092	3.20063	1.03851	0.101814
370	0.884	0.558	0.81	0.616	0.93	0.346	0.793	0.029	0.943	0.174	14.8039	11.3753	4.332	3.41072	1.03531	0.0943284
380	0.87	0.538	0.828	0.664	0.945	0.347	0.786	0.025	0.954	0.228	14.4725	12.6759	4.74	3.28542	1.0283	0.0896382
390	0.82	0.499	0.789	0.774	0.919	0.317	0.756	0.03	0.957	0.208	15.5733	11.8417	4.276	3.28899	1.02231	0.0712057
400	0.807	0.507	0.813	0.828	0.907	0.236	0.725	0.03	0.918	0.18	12.1011	11.68	3.804	3.36694	1.03666	0.0964456
410	0.795	0.47	0.787	0.804	0.934	0.211	0.752	0.022	0.892	0.237	11.5745	11.574	3.616	3.4252	1.03516	0.0943014
420	0.875	0.459	0.804	0.765	0.95	0.21	0.798	0.015	0.849	0.291	12.6935	11.0771	4.064	3.26454	1.03876	0.0996098
430	0.89	0.432	0.811	0.779	0.956	0.174	0.859	0.018	0.851	0.3	13.9086	11.0959	4.28	3.31173	1.02957	0.086763
440	0.845	0.456	0.861	0.787	0.922	0.123	0.876	0.022	0.774	0.348	14.4693	11.603	4.056	3.31343	1.02351	0.0743832
450	0.812	0.448	0.876	0.748	0.913	0.202	0.889	0.016	0.781	0.314	13.1716	12.1156	3.996	3.53964	1.02768	0.0848608
460	0.766	0.525	0.816	0.705	0.897	0.151	0.953	0.013	0.749	0.261	10.4852	12.5287	3.344	3.41658	1.0309	0.0906821
470	0.782	0.55	0.883	0.787	0.908	0.164	0.967	0.018	0.789	0.191	13.3823	10.3897	4.156	3.10144	1.03981	0.100119
480	0.761	0.597	0.928	0.724	0.908	0.137	0.961	0.012	0.76	0.162	13.7475	12.1026	3.8	3.16418	1.02994	0.0847174
490	0.812	0.605	0.945	0.739	0.881	0.106	0.983	0.002	0.725	0.162	12.4365	11.771	3.84	3.2906	1.03505	0.0978089
500	0.82	0.592	0.913	0.661	0.912	0.089	1.0	0.0	0.764	0.185	11.6342	11.6614	3.744	3.13977	1.0352	0.0926361
510	0.811	0.655	0.938	0.688	0.936	0.038	1.0	0.0	0.795	0.118	12.952	11.2016	3.916	2.9041	1.03351	0.0892181
520	0.857	0.632	0.972	0.723	0.951	0.071	1.0	0.0	0.791	0.085	14.8292	10.8292	4.328	2.78063	1.03437	0.0959729
530	0.854	0.661	0.968	0.682	0.939	0.033	1.0	0.0	0.822	0.065	13.323	11.7604	4.096	2.80402	1.03349	0.0922499
540	0.915	0.598	0.979	0.627	0.931	0.01	1.0	0.0	0.835	0.101	14.4304	10.7916	3.984	2.59793	1.02982	0.0858628
550	0.955	0.598	0.922	0.615	0.941	0.001	1.0	0.0	0.825	0.088	12.0781	10.8913	3.78	2.73762	1.04154	0.0994033
560	0.946	0.635	0.903	0.562	0.944	0.0	1.0	0.0	0.773	0.095	12.1814	10.5686	3.432	2.87853	1.0301	0.084165
570	0.963	0.535	0.908	0.58	0.946	0.0	1.0	0.0	0.81	0.1	11.788	10.7467	3.368	2.63181	1.03205	0.0888744
580	0.967	0.525	0.893	0.625	0.934	0.0	1.0	0.0	0.819	0.109	10.3356	10.7816	3.488	2.67285	1.0335	0.0926569
590	0.942	0.578	0.933	0.601	0.888	0.0	1.0	0.0	0.789	0.114	11.8405	11.587	3.38	2.68739	1.03097	0.086565
600	0.919	0.641	0.954	0.667	0.859	0.0	1.0	0.0	0.83	0.109	12.9975	10.7372	3.916	2.93977	1.03909	0.101399
610	0.9	0.634	0.971	0.634	0.803	0.0	1.0	0.0	0.793	0.137	12.2621	10.831	3.488	2.68184	1.03757	0.0942542
620	0.874	0.653	0.951	0.626	0.781	0.0	1.0	0.0	0.817	0.179	10.2008	11.4576	3.524	3.10495	1.03203	0.0886962
630	0.91	0.566	0.937	0.717	0.852	0.0	1.0	0.0	0.871	0.195	14.4852	11.2202	4.192	2.74412	1.03005	0.0874404
640	0.869	0.562	0.957	0.618	0.871	0.0	1.0	0.0	0.937	0.222	15.2106	11.5057	4.144	2.73243	1.02984	0.0870881
650	0.858	0.481	0.954	0.644	0.855	0.0	1.0	0.0	0.961	0.177	12.5494	10.999	3.72	2.73066	1.03442	0.0898088
660	0.815	0.456	0.892	0.585	0.851	0.0	1.0	0.0	0.929	0.186	8.32134	11.704	2.856	2.78042	1.03312	0.0907007
670	0.897	0.52	0.876	0.525	0.899	0.0	1.0	0.0	0.946	0.229	11.8471	11.399	3.568	2.79517	1.03813	0.0989956
680	0.886	0.506	0.861	0.558	0.885	0.0	1.0	0.0	0.918	0.216	11.6781	11.5392	3.32	3.04173	1.03005	0.0859896
690	0.933	0.526	0.82	0.62	0.865	0.0	1.0	0.0	0.94	0.265	11.8323	11.3743	3.876	2.93289	1.03989	0.0980745
700	0.977	0.541	0.822	0.544	0.87	0.0	1.0	0.0	0.931	0.269	11.0272	11.074	3.816	2.91739	1.03652	0.0955653
710	0.982	0.631	0.823	0.549	0.875	0.002	1.0	0.0	0.932	0.223	12.7979	11.3997	4.068	2.75146	1.0333	0.0906792
720	0.992	0.646	0.839	0.55	0.801	0.0	1.0	0.0	0.939	0.275	14.7662	10.7918	4.168	2.95656	1.03236	0.0908553
730	1.0	0.544	0.897	0.503	0.839	0.0	1.0	0.0	0.942	0.352	15.0559	10.9928	4.308	2.78148	1.02372	0.0741404
740	1.0	0.597	0.896	0.45	0.895	0.0	1.0	0.0	0.945	0.322	13.8446	11.4086	4.42	2.73176	1.0378	0.0955865
750	1.0	0.604	0.86	0.472	0.933	0.0	1.0	0.0	0.952	0.213	12.6151	10.6629	4.136	2.55393	1.03139	0.0849288
760	1.0	0.601	0.85	0.51	0.953	0.0	1.0	0.0	0.979	0.193	14.0688	10.3842	4.344	2.66982	1.03577	0.0951859
770	1.0	0.547	0.782	0.521	0.958	0.0	1.0	0.0	0.982	0.182	13.4164	10.9503	3.888	2.70149	1.02688	0.081229
780	1.0	0.455	0.797	0.457	0.962	0.0	1.0	0.0	0.99	0.144	11.5357	10.4848	3.22	2.65135	1.03477	0.0885948
790	1.0	0.447	0.806	0.534	0.975	0.0	1.0	0.0	0.999	0.124	10.529	11.0192	3.54	2.38994	1.03585	0.0955727
800	1.0	0.459	0.81	0.529	0.97	0.0	1.0	0.0	0.991	0.094	11.5796	10.9288	3.412	2.52567	1.03937	0.101341
810	1.0	0.466	0.786	0.51	0.966	0.0	1.0	0.0	0.989	0.098	12.106	10.402	3.26	2.51735	1.03783	0.095987
820	1.0	0.388	0.652	0.37	0.977	0.0	1.0	0.0	1.0	0.066	7.31235	10.7159	1.812	2.53328	1.03093	0.0849992
830	1.0	0.365	0.652	0.467	0.994	0.0	1.0	0.0	1.0	0.067	6.10283	10.6469	2.18	2.44367	1.04022	0.102712
840	1.0	0.333	0.725	0.422	1.0	0.0	1.0	0.0	1.0	0.027	6.23866	10.8569	2.028	2.39053	1.0326	0.0863689
850	1.0	0.342	0.823	0.387	1.0	0.0	1.0	0.0	1.0	0.01	6.71186	9.814	2.248	2.25136	1.03107	0.0824175
860	1.0	0.32	0.819	0.371	1.0	0.0	0.999	0.0	1.0	0.013	7.02488	10.3477	2.088	2.1131	1.03392	0.0893022
870	1.0	0.29	0.766	0.49	1.0	0.0	1.0	0.0	1.0	0.015	6.50466	10.4686	2.244	2.44795	1.02645	0.0785978
880	1.0	0.326	0.744	0.419	1.0	0.0	1.0	0.0	1.0	0.002	5.82917	10.8769	1.964	2.24517	1.03322	0.0888542
890	1.0	0.327	0.628	0.407	1.0	0.0	1.0	0.0	1.0	0.0	5.04296	10.3152	1.448	2.36527	1.02837	0.0840913
900	1.0	0.331	0.601	0.417	1.0	0.0	1.0	0.0	1.0	0.0	5.42165	11.3541	1.396	2.30951	1.02587	0.0801629
910	1.0	0.327	0.605	0.478	1.0	0.0	1.0	0.0	1.0	0.0	4.95635	10.2744	1.64	2.47116	1.0395	0.0996061
920	1.0	0.432	0.648	0.534	1.0	0.0	1.0	0.0	1.0	0.0	8.73008	11.1857	2.456	2.36204	1.03424	0.0917893
