cycle	pf_1000	pf_3001	pf_5002	pf_7003	pf_9004	pf_11005	pf_13006	pf_15007	pf_17008	pf_19009	z1_mean	z1_sd	a1_mean	a1_sd	fitness_mean	fitness_sd
2	0.488	0.492	0.511	0.486	0.511	0.522	0.506	0.521	0.51	0.493	0.473043	8.76609	0.16	4.39603	1.04011	0.0283934
10	0.487	0.483	0.549	0.457	0.575	0.461	0.459	0.49	0.493	0.491	-0.663201	8.61114	-0.22	4.23645	1.04024	0.0288142
20	0.454	0.55	0.551	0.442	0.612	0.537	0.493	0.479	0.549	0.455	1.4387	8.34349	0.488	4.16323	1.03959	0.0283664
30	0.476	0.612	0.5	0.468	0.539	0.543	0.476	0.453	0.668	0.465	2.72578	8.66209	0.8	4.31059	1.03824	0.0292773
40	0.494	0.584	0.533	0.461	0.578	0.451	0.537	0.521	0.676	0.451	3.54191	8.88967	1.144	4.36272	1.03745	0.0298128
50	0.441	0.61	0.617	0.538	0.527	0.413	0.464	0.552	0.661	0.359	2.56824	8.36015	0.728	4.1839	1.03928	0.0289415
60	0.399	0.55	0.642	0.564	0.585	0.485	0.438	0.502	0.604	0.289	0.612591	8.50406	0.232	4.19492	1.04011	0.0287162
70	0.382	0.593	0.597	0.455	0.548	0.485	0.448	0.471	0.72	0.296	0.103169	9.0259	-0.02	4.4198	1.03902	0.0288959
80	0.364	0.644	0.695	0.407	0.5	0.518	0.398	0.481	0.728	0.318	0.553897	7.70652	0.212	3.81893	1.04252	0.0273205
90	0.338	0.561	0.758	0.417	0.466	0.501	0.451	0.382	0.738	0.301	-1.23009	8.17853	-0.348	4.01187	1.0421	0.0284493
100	0.354	0.487	0.773	0.368	0.399	0.59	0.456	0.34	0.744	0.342	-2.04114	8.68379	-0.588	4.24102	1.03813	0.0289826
110	0.302	0.546	0.777	0.412	0.355	0.556	0.411	0.275	0.708	0.414	-3.51841	8.09527	-0.976	4.01293	1.03954	0.028835
120	0.251	0.55	0.804	0.49	0.359	0.615	0.401	0.314	0.675	0.455	-1.29125	8.63502	-0.344	4.30613	1.03951	0.0287284
130	0.246	0.486	0.762	0.402	0.34	0.694	0.476	0.346	0.674	0.525	-0.966249	8.71196	-0.196	4.29214	1.0391	0.0282467
140	0.25	0.439	0.812	0.377	0.351	0.704	0.483	0.32	0.614	0.528	-1.58743	8.49214	-0.488	4.11482	1.03944	0.0285499
150	0.313	0.456	0.786	0.351	0.494	0.652	0.451	0.308	0.66	0.473	-0.653439	8.50536	-0.224	4.21062	1.04098	0.0282669
160	0.304	0.479	0.787	0.372	0.499	0.66	0.441	0.315	0.646	0.471	-0.459967	8.60717	-0.104	4.20006	1.03956	0.0282589
170	0.281	0.505	0.707	0.446	0.509	0.644	0.421	0.283	0.653	0.477	-0.93677	8.70841	-0.296	4.41445	1.03949	0.0290648
180	0.279	0.605	0.711	0.432	0.5	0.619	0.433	0.345	0.604	0.463	-0.135263	8.60337	-0.036	4.30392	1.0403	0.0284488
190	0.253	0.638	0.729	0.521	0.547	0.57	0.375	0.42	0.58	0.403	0.344883	8.79841	0.144	4.39111	1.03922	0.0287502
200	0.181	0.666	0.764	0.506	0.64	0.674	0.344	0.456	0.651	0.391	3.5547	8.36488	1.092	4.23928	1.03882	0.0288709
210	0.218	0.621	0.751	0.481	0.666	0.727	0.327	0.391	0.571	0.419	2.33202	8.43506	0.688	4.20976	1.03847	0.0279688
220	0.146	0.696	0.845	0.447	0.577	0.75	0.267	0.361	0.506	0.391	-0.168408	7.60348	-0.056	3.68021	1.04335	0.027579
230	0.176	0.676	0.892	0.514	0.589	0.706	0.232	0.317	0.489	0.427	0.25786	8.62689	0.072	4.30626	1.03968	0.0289093
