cycle	pf_1000	pf_3001	pf_5002	pf_7003	pf_9004	pf_11005	pf_13006	pf_15007	pf_17008	pf_19009	z1_mean	z1_sd	a1_mean	a1_sd	fitness_mean	fitness_sd
2	0.53	0.501	0.511	0.511	0.497	0.528	0.51	0.503	0.54	0.497	1.48036	8.99844	0.512	4.55581	1.04725	0.108469
10	0.492	0.467	0.432	0.457	0.533	0.609	0.48	0.494	0.536	0.558	0.911137	8.62468	0.232	4.24809	1.04127	0.101722
20	0.571	0.451	0.372	0.471	0.577	0.611	0.351	0.521	0.557	0.558	0.393194	9.67242	0.16	4.81547	1.03998	0.0991007
30	0.675	0.444	0.408	0.424	0.644	0.577	0.295	0.533	0.508	0.575	0.900928	9.3339	0.332	4.59434	1.03933	0.0966297
40	0.681	0.482	0.41	0.463	0.604	0.497	0.4	0.516	0.405	0.512	-0.539168	8.9079	-0.12	4.40095	1.04609	0.105852
50	0.732	0.441	0.444	0.472	0.614	0.444	0.35	0.47	0.46	0.554	-0.231483	8.87217	-0.076	4.44812	1.04404	0.100472
60	0.682	0.455	0.526	0.331	0.682	0.416	0.296	0.474	0.507	0.603	-0.293052	8.17076	-0.112	4.08176	1.04373	0.100198
70	0.715	0.375	0.535	0.382	0.735	0.343	0.234	0.435	0.533	0.666	-0.793342	8.9022	-0.188	4.39218	1.05138	0.110963
80	0.728	0.363	0.518	0.506	0.712	0.34	0.193	0.389	0.579	0.649	-0.464051	8.18034	-0.092	3.99794	1.04243	0.100127
90	0.69	0.367	0.493	0.466	0.733	0.411	0.195	0.43	0.639	0.67	1.1924	8.70321	0.376	4.30717	1.04159	0.100742
100	0.703	0.361	0.432	0.505	0.764	0.303	0.194	0.396	0.666	0.637	-0.587811	8.2808	-0.156	4.14174	1.04349	0.102292
110	0.74	0.38	0.435	0.489	0.723	0.298	0.194	0.308	0.661	0.608	-2.25226	8.39149	-0.656	4.11869	1.04251	0.100147
120	0.824	0.345	0.459	0.565	0.715	0.363	0.159	0.341	0.684	0.575	0.374085	8.20273	0.12	4.09722	1.05028	0.110722
130	0.847	0.4	0.451	0.68	0.698	0.389	0.122	0.378	0.678	0.655	4.05578	8.53986	1.192	4.23781	1.04077	0.102338
140	0.836	0.372	0.49	0.792	0.701	0.353	0.135	0.451	0.687	0.607	5.69784	7.64529	1.696	3.85971	1.04186	0.100606
150	0.877	0.391	0.467	0.725	0.704	0.346	0.115	0.417	0.653	0.519	2.9007	8.00791	0.856	3.99439	1.04143	0.0997711
160	0.836	0.337	0.445	0.768	0.704	0.322	0.139	0.496	0.584	0.577	2.60016	8.27148	0.832	4.00348	1.04624	0.104308
170	0.795	0.284	0.395	0.717	0.646	0.366	0.201	0.474	0.632	0.615	1.65507	8.15053	0.5	4.07913	1.05579	0.116104
180	0.91	0.276	0.356	0.723	0.697	0.372	0.165	0.35	0.664	0.642	2.19338	7.71542	0.62	3.82267	1.05019	0.107392
190	0.969	0.274	0.382	0.713	0.636	0.369	0.16	0.438	0.664	0.657	3.58403	7.86813	1.048	3.85375	1.05484	0.114403
200	0.98	0.294	0.362	0.724	0.55	0.333	0.08	0.422	0.685	0.584	0.18547	8.41789	0.056	4.17609	1.04766	0.105648
210	0.98	0.214	0.417	0.737	0.598	0.289	0.088	0.39	0.737	0.6	0.527022	7.39503	0.2	3.59804	1.05793	0.115258
220	0.982	0.187	0.426	0.747	0.634	0.324	0.067	0.463	0.737	0.619	2.64348	7.78889	0.744	3.82672	1.04262	0.100501
230	0.954	0.227	0.364	0.771	0.657	0.282	0.06	0.468	0.693	0.547	0.161425	7.39249	0.092	3.7131	1.04905	0.108939
240	0.98	0.267	0.396	0.759	0.614	0.361	0.06	0.479	0.755	0.478	1.70872	7.89134	0.596	3.93799	1.04991	0.106828
250	0.978	0.225	0.446	0.762	0.574	0.396	0.092	0.52	0.654	0.462	1.57193	7.97075	0.436	3.85222	1.04321	0.101845
260	0.999	0.285	0.439	0.741	0.617	0.431	0.058	0.446	0.603	0.554	2.26115	7.91048	0.692	3.89763	1.05455	0.114319
270	1.0	0.202	0.408	0.735	0.722	0.55	0.022	0.396	0.568	0.553	1.91039	7.32123	0.624	3.64708	1.05298	0.109951
280	1.0	0.152	0.401	0.743	0.784	0.55	0.017	0.366	0.485	0.649	2.02188	7.14833	0.588	3.49266	1.06185	0.121651
290	1.0	0.129	0.358	0.756	0.797	0.531	0.009	0.306	0.502	0.626	0.278509	7.03132	0.056	3.51761	1.0562	0.113772
300	1.0	0.133	0.297	0.729	0.706	0.634	0.004	0.296	0.52	0.701	0.47356	7.42301	0.08	3.70582	1.04527	0.105796
310	1.0	0.106	0.257	0.762	0.645	0.599	0.012	0.317	0.535	0.668	-1.05922	6.99288	-0.396	3.42032	1.06587	0.124544
320	1.0	0.087	0.207	0.764	0.712	0.618	0.024	0.38	0.581	0.735	1.59105	7.03461	0.432	3.48449	1.0605	0.116138
330	1.0	0.042	0.211	0.778	0.673	0.653	0.019	0.433	0.481	0.713	-0.122948	7.00579	0.012	3.43853	1.0567	0.110301
340	1.0	0.02	0.167	0.825	0.627	0.683	0.013	0.438	0.498	0.723	-0.289909	6.48676	-0.024	3.22059	1.06018	0.116622
350	1.0	0.001	0.263	0.784	0.564	0.675	0.017	0.491	0.45	0.803	0.549591	6.72507	0.192	3.28889	1.06104	0.114857
360	1.0	0.0	0.205	0.785	0.563	0.696	0.013	0.527	0.452	0.799	0.710576	6.72615	0.16	3.2686	1.05562	0.111229
370	1.0	0.0	0.168	0.814	0.53	0.702	0.004	0.59	0.445	0.856	1.52031	6.73963	0.436	3.30814	1.06018	0.114172
380	1.0	0.0	0.201	0.861	0.516	0.733	0.012	0.552	0.328	0.895	1.624	6.58156	0.392	3.19166	1.05859	0.116231
390	1.0	0.0	0.187	0.898	0.572	0.771	0.001	0.523	0.267	0.875	1.24708	6.31156	0.376	3.00211	1.06856	0.121539
400	1.0	0.0	0.189	0.879	0.592	0.76	0.0	0.433	0.209	0.886	-0.584296	6.25081	-0.208	3.02109	1.05816	0.1134
410	1.0	0.0	0.149	0.904	0.594	0.787	0.0	0.443	0.19	0.934	0.126826	6.64214	0.004	3.19192	1.06202	0.119854
420	1.0	0.0	0.09	0.942	0.614	0.814	0.0	0.461	0.172	0.939	0.217486	5.80705	0.128	2.74786	1.06967	0.124284
430	1.0	0.0	0.076	0.957	0.626	0.743	0.0	0.444	0.142	0.944	-0.825638	5.8132	-0.272	2.71381	1.06012	0.113589
440	1.0	0.0	0.051	0.954	0.684	0.74	0.0	0.454	0.178	0.985	0.431823	5.27124	0.184	2.50013	1.0674	0.122904
450	1.0	0.0	0.076	0.979	0.648	0.759	0.0	0.518	0.172	0.984	1.78639	5.28653	0.544	2.5149	1.07012	0.122702
460	1.0	0.0	0.1	0.985	0.559	0.733	0.0	0.527	0.148	0.981	0.435662	5.4969	0.132	2.67524	1.07368	0.122936
470	1.0	0.0	0.084	0.994	0.596	0.778	0.0	0.476	0.072	0.979	-0.524885	5.20146	-0.084	2.51667	1.0658	0.118188
480	1.0	0.0	0.084	1.0	0.636	0.769	0.0	0.458	0.082	0.984	0.0793991	5.42564	0.052	2.52389	1.0716	0.123498
490	1.0	0.0	0.09	1.0	0.571	0.772	0.0	0.497	0.097	0.983	0.157026	5.47974	0.04	2.5884	1.06949	0.123275
500	1.0	0.0	0.079	1.0	0.605	0.767	0.0	0.512	0.099	0.997	0.858942	5.53428	0.236	2.64997	1.07106	0.123921
510	1.0	0.0	0.039	1.0	0.63	0.804	0.0	0.474	0.103	0.994	0.507804	5.11102	0.176	2.37578	1.07393	0.124254
520	1.0	0.0	0.029	1.0	0.689	0.818	0.0	0.401	0.095	0.99	0.117267	5.11861	0.088	2.38067	1.07974	0.128523
530	1.0	0.0	0.021	1.0	0.721	0.861	0.0	0.333	0.075	0.996	-0.0267084	4.70118	0.028	2.16532	1.08512	0.131291
540	1.0	0.0	0.082	1.0	0.774	0.867	0.0	0.31	0.07	1.0	1.3794	4.4976	0.412	2.09165	1.07623	0.123678
550	1.0	0.0	0.107	1.0	0.712	0.912	0.0	0.296	0.071	1.0	1.12401	4.74679	0.392	2.15398	1.0736	0.123281
560	1.0	0.0	0.096	1.0	0.752	0.944	0.0	0.315	0.053	1.0	2.07629	4.4927	0.64	2.14654	1.07794	0.123246
570	1.0	0.0	0.079	1.0	0.736	0.96	0.0	0.282	0.032	1.0	1.11602	4.29498	0.356	1.99631	1.09453	0.136108
580	1.0	0.0	0.039	1.0	0.822	0.993	0.0	0.197	0.016	1.0	0.677632	3.79698	0.268	1.68459	1.09542	0.13374
590	1.0	0.0	0.032	1.0	0.878	1.0	0.0	0.086	0.029	1.0	0.347796	3.28487	0.1	1.44297	1.1207	0.142785
600	1.0	0.0	0.003	1.0	0.913	1.0	0.0	0.094	0.02	1.0	0.589082	3.14008	0.12	1.24768	1.12814	0.143892
610	1.0	0.0	0.0	1.0	0.973	1.0	0.0	0.044	0.017	1.0	0.328865	2.48737	0.136	0.847904	1.13939	0.143476
620	1.0	0.0	0.0	1.0	0.989	1.0	0.0	0.004	0.01	1.0	-0.145065	2.12674	0.012	0.4475	1.15108	0.145281
630	1.0	0.0	0.0	1.0	0.995	1.0	0.0	0.0	0.0	1.0	-0.0720421	2.05502	-0.02	0.199197	1.16009	0.147851
640	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.200741	2.0152	0.0	0.0	1.16779	0.150516
650	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0127332	1.82189	0.0	0.0	1.17333	0.145758
660	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	-0.0636408	1.9788	0.0	0.0	1.17108	0.148993
670	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	-0.320424	1.96068	0.0	0.0	1.15006	0.148189
680	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.188812	2.00237	0.0	0.0	1.16724	0.141222
