cycle	pf_1000	pf_3001	pf_5002	pf_7003	pf_9004	pf_11005	pf_13006	pf_15007	pf_17008	pf_19009	z1_mean	z1_sd	a1_mean	a1_sd	fitness_mean	fitness_sd
2	0.52	0.478	0.501	0.473	0.492	0.51	0.502	0.501	0.492	0.493	0.450736	13.2603	-0.152	4.54866	1.02464	0.0819526
10	0.589	0.424	0.525	0.577	0.398	0.476	0.575	0.479	0.465	0.535	1.03894	13.5155	0.172	4.55587	1.02217	0.0767848
20	0.612	0.482	0.561	0.563	0.364	0.471	0.615	0.574	0.422	0.526	4.06297	12.4825	0.76	4.38233	1.02863	0.0864907
30	0.59	0.511	0.623	0.631	0.314	0.558	0.684	0.573	0.43	0.572	6.5249	13.0666	1.944	4.26723	1.03502	0.0945454
40	0.653	0.55	0.583	0.67	0.358	0.609	0.755	0.673	0.419	0.592	11.4523	13.072	3.448	4.40251	1.02441	0.0749764
50	0.656	0.493	0.597	0.631	0.295	0.68	0.764	0.674	0.471	0.54	10.1781	12.3632	3.204	4.00981	1.03308	0.0939725
60	0.634	0.411	0.64	0.691	0.32	0.608	0.745	0.718	0.463	0.483	8.64057	12.5204	2.852	4.05598	1.03251	0.0890641
70	0.676	0.454	0.591	0.694	0.348	0.658	0.785	0.733	0.487	0.464	11.3539	12.5739	3.56	4.21449	1.03493	0.0974381
80	0.652	0.488	0.588	0.634	0.387	0.624	0.802	0.721	0.467	0.307	8.72267	13.1282	2.68	4.58122	1.02598	0.0805892
90	0.624	0.482	0.584	0.643	0.399	0.666	0.805	0.739	0.442	0.217	7.70111	13.1313	2.404	4.11712	1.02917	0.0836102
100	0.71	0.409	0.505	0.709	0.457	0.637	0.827	0.789	0.413	0.305	10.7604	13.0559	3.044	4.09972	1.02957	0.0869609
110	0.651	0.501	0.463	0.675	0.424	0.677	0.809	0.724	0.308	0.302	7.55656	13.0651	2.136	4.08496	1.02363	0.0755985
120	0.621	0.578	0.53	0.759	0.465	0.636	0.89	0.645	0.251	0.302	9.6113	13.0213	2.708	4.39925	1.0356	0.0956429
130	0.551	0.586	0.496	0.854	0.495	0.642	0.922	0.62	0.252	0.314	10.3004	12.7193	2.928	3.98429	1.02253	0.0705205
140	0.524	0.631	0.597	0.784	0.582	0.645	0.924	0.549	0.219	0.255	9.83634	12.6638	2.84	4.07721	1.02502	0.0787499
150	0.516	0.658	0.631	0.77	0.604	0.622	0.937	0.582	0.151	0.319	10.2917	12.7692	3.16	4.03174	1.03436	0.0948202
160	0.428	0.632	0.714	0.772	0.614	0.612	0.969	0.611	0.174	0.363	12.1451	13.0264	3.556	4.02831	1.02656	0.0808167
170	0.44	0.52	0.746	0.795	0.708	0.576	0.973	0.684	0.115	0.326	11.5746	12.5614	3.532	3.93496	1.03274	0.0949457
180	0.44	0.498	0.736	0.803	0.768	0.585	0.967	0.657	0.106	0.471	13.4326	12.4932	4.124	3.79334	1.03799	0.0975451
190	0.472	0.47	0.689	0.794	0.847	0.574	0.986	0.673	0.079	0.428	15.4345	12.3538	4.048	3.87966	1.02387	0.0754689
200	0.485	0.497	0.64	0.824	0.819	0.506	0.984	0.645	0.093	0.398	12.1021	12.0856	3.564	3.80827	1.02844	0.0835364
210	0.398	0.59	0.583	0.784	0.823	0.447	0.994	0.652	0.147	0.441	12.8788	12.0805	3.436	3.82926	1.03129	0.089921
220	0.427	0.571	0.631	0.814	0.837	0.414	0.978	0.565	0.158	0.466	12.3999	12.4468	3.444	3.77987	1.03091	0.0879653
230	0.346	0.521	0.704	0.836	0.837	0.517	0.977	0.601	0.148	0.406	11.2185	11.94	3.572	3.65671	1.02574	0.0756316
240	0.31	0.59	0.752	0.796	0.793	0.486	0.944	0.587	0.179	0.447	12.2297	12.7975	3.536	4.03103	1.03309	0.0914231
250	0.337	0.64	0.69	0.788	0.808	0.469	0.977	0.574	0.14	0.462	11.7002	12.2521	3.54	3.92367	1.0349	0.0911339
260	0.326	0.622	0.655	0.724	0.874	0.464	0.959	0.576	0.175	0.432	10.1102	12.7964	3.228	3.75876	1.0245	0.0785194
270	0.357	0.611	0.639	0.718	0.903	0.485	0.937	0.523	0.236	0.431	10.6503	11.9474	3.36	3.88079	1.02969	0.0871112
280	0.305	0.575	0.671	0.707	0.938	0.471	0.94	0.48	0.229	0.509	11.3063	11.7962	3.3	3.87143	1.02539	0.0752183
290	0.298	0.6	0.747	0.715	0.981	0.617	0.956	0.36	0.227	0.569	15.7066	12.4781	4.28	3.75203	1.02607	0.0793799
300	0.304	0.558	0.725	0.758	0.983	0.55	0.97	0.396	0.249	0.552	14.2051	12.0156	4.18	3.54637	1.02662	0.0810116
310	0.252	0.496	0.725	0.81	0.987	0.579	0.979	0.377	0.268	0.559	15.6668	12.1601	4.128	3.64777	1.02714	0.0811905
320	0.252	0.509	0.718	0.794	0.992	0.564	0.965	0.483	0.285	0.577	15.3203	11.8886	4.556	3.87827	1.02557	0.0822703
330	0.277	0.467	0.579	0.792	0.978	0.563	0.955	0.512	0.237	0.567	12.8935	12.6052	3.708	3.79256	1.03325	0.0874706
340	0.299	0.453	0.539	0.801	0.992	0.579	0.954	0.493	0.246	0.467	10.029	12.2741	3.292	3.67883	1.03354	0.0939198
350	0.347	0.531	0.515	0.815	1.0	0.568	0.931	0.594	0.315	0.553	14.409	11.974	4.676	3.86949	1.03229	0.0886952
360	0.34	0.462	0.555	0.812	1.0	0.595	0.93	0.607	0.274	0.588	15.9214	12.4105	4.652	3.75167	1.0293	0.0872474
370	0.309	0.365	0.492	0.776	1.0	0.61	0.961	0.601	0.218	0.566	12.2492	12.3724	3.592	3.71661	1.03034	0.0869769
